Judge,Year,Court
Hon. Michael E. McGinty,2014,King William Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2018,Rappahannock Circuit Court
"Hon. Stephen E. Sincavage, Chief Judge",2018,Rappahannock Circuit Court
Hon. Douglas L. Fleming Jr.,2018,Rappahannock Circuit Court
Hon. Jeanette A. Irby,2018,Rappahannock Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge, Chief Judge",2012,Greene Circuit Court
Hon. Cheryl V. Higgins,2012,Greene Circuit Court
Hon. Edward L. Hogshire,2012,Greene Circuit Court
Hon. Timothy K. Sanner,2012,Greene Circuit Court
"Hon. Richard Y. AtLee Jr., Chief Judge",2013,Middlesex Circuit Court
Hon. Thomas B. Hoover,2013,Middlesex Circuit Court
Hon. R. Bruce Long,2013,Middlesex Circuit Court
Hon. Michael E. McGinty,2013,Middlesex Circuit Court
"Hon. Bonnie L. Jones, Presiding Judge, Chief Judge",2013,Hampton Circuit Court
"Hon. Christopher W. Hutton, Presiding Judge",2013,Hampton Circuit Court
"Hon. Louis R. Lerner, Presiding Judge",2013,Hampton Circuit Court
"Hon. Wilford Taylor Jr., Presiding Judge",2013,Hampton Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2019,Orange Circuit Court
Hon. Dale B. Durrer,2019,Orange Circuit Court
Hon. Cheryl V. Higgins,2019,Orange Circuit Court
Hon. Richard E. Moore,2019,Orange Circuit Court
Hon. Susan L. Whitlock,2019,Orange Circuit Court
Hon. Malfourd W.  Bo Trumbo~,2008,Craig Circuit Court
Hon. Humes J. Franklin Jr.*,2008,Craig Circuit Court
Hon. Michael S. Irvine,2008,Craig Circuit Court
"Hon. Paul W. Cella, Chief Judge",2018,Petersburg Circuit Court
Hon. Dennis M. Martin Sr.,2018,Petersburg Circuit Court
Hon. Joseph M. Teefey Jr.,2018,Petersburg Circuit Court
Hon. Harry T. Taliaferro III~,2008,Essex Circuit Court
Hon. J. Martin Bass*,2008,Essex Circuit Court
Hon. David H. Beck,2008,Essex Circuit Court
Hon. Joseph J. Ellis,2008,Essex Circuit Court
Hon. J. Overton Harris,2008,Essex Circuit Court
Hon. Horace A. Revercomb III,2008,Essex Circuit Court
Hon. Charles S. Sharp,2008,Essex Circuit Court
Hon. Gordon F. Willis,2008,Essex Circuit Court
"Hon. Donald Carl Blessing, Presiding Judge",2015,Lunenburg Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2015,Lunenburg Circuit Court
Hon. Joel C. Cunningham,2015,Lunenburg Circuit Court
Hon. Kimberley S. White,2015,Lunenburg Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2016,Isle of Wight Circuit Court
Hon. Lawson Wayne Farmer,2016,Isle of Wight Circuit Court
Hon. Robert H. Sandwich Jr.,2016,Isle of Wight Circuit Court
Hon. William H. Shaw III~,2007,Gloucester Circuit Court
Hon. N. Prentis Smiley Jr.*,2007,Gloucester Circuit Court
Hon. Thomas B. Hoover,2007,Gloucester Circuit Court
Hon. Samuel T. Powell III,2007,Gloucester Circuit Court
"Hon. Paul W. Cella, Chief Judge",2018,Powhatan Circuit Court
Hon. Dennis M. Martin Sr.,2018,Powhatan Circuit Court
Hon. Joseph M. Teefey Jr.,2018,Powhatan Circuit Court
"Hon. William R. O'Brien, Chief Judge",2017,Northampton Circuit Court
Hon. Glenn R. Croshaw,2017,Northampton Circuit Court
Hon. Steven C. Frucci,2017,Northampton Circuit Court
Hon. W. Revell Lewis III,2017,Northampton Circuit Court
Hon. James Clayton Lewis,2017,Northampton Circuit Court
Hon. Leslie L. Lilley,2017,Northampton Circuit Court
Hon. Stephen C. Mahan,2017,Northampton Circuit Court
Hon. H. Thomas Padrick Jr.,2017,Northampton Circuit Court
Hon. A. Bonwill Shockley,2017,Northampton Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2019,Rappahannock Circuit Court
"Hon. Stephen E. Sincavage, Chief Judge",2019,Rappahannock Circuit Court
Hon. Douglas L. Fleming Jr.,2019,Rappahannock Circuit Court
Hon. Jeanette A. Irby,2019,Rappahannock Circuit Court
"Hon. David V. Williams, Presiding Judge, Chief Judge",2011,Henry Circuit Court
Hon. Martin F. Clark Jr.,2011,Henry Circuit Court
Hon. G. Carter Greer,2011,Henry Circuit Court
Hon. Frederick G. Rockwell III~*,2007,Chesterfield Circuit Court
Hon. Michael C. Allen~,2007,Chesterfield Circuit Court
Hon. Herbert Cogbill Gill Jr.~,2007,Chesterfield Circuit Court
Hon. Timothy J. Hauler~,2007,Chesterfield Circuit Court
Hon. Cleo E. Powell~,2007,Chesterfield Circuit Court
"Hon. Thomas B. Hoover, Presiding Judge",2014,New Kent Circuit Court
"Hon. Richard Y. AtLee Jr., Chief Judge",2014,New Kent Circuit Court
Hon. Michael E. McGinty,2014,New Kent Circuit Court
"Hon. Richard Y. AtLee Jr., Chief Judge",2015,Middlesex Circuit Court
Hon. B. Elliott Bondurant,2015,Middlesex Circuit Court
Hon. Michael E. McGinty,2015,Middlesex Circuit Court
Hon. Jeffrey W. Shaw,2015,Middlesex Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2015,King William Circuit Court
Hon. B. Elliott Bondurant,2015,King William Circuit Court
Hon. Richard H. Rizk,2015,King William Circuit Court
Hon. Jeffrey W. Shaw,2015,King William Circuit Court
"Hon. G. Carter Greer, Presiding Judge",2016,Martinsville Circuit Court
"Hon. David V. Williams, Chief Judge",2016,Martinsville Circuit Court
Hon. Martin F. Clark Jr.,2016,Martinsville Circuit Court
"Hon. Bonnie L. Jones, Presiding Judge, Chief Judge",2014,Hampton Circuit Court
"Hon. Christopher W. Hutton, Presiding Judge",2014,Hampton Circuit Court
"Hon. Wilford Taylor Jr., Presiding Judge",2014,Hampton Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge, Chief Judge",2013,Greene Circuit Court
Hon. Cheryl V. Higgins,2013,Greene Circuit Court
Hon. Edward L. Hogshire,2013,Greene Circuit Court
Hon. Timothy K. Sanner,2013,Greene Circuit Court
Hon. Susan L. Whitlock,2013,Greene Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2020,Orange Circuit Court
Hon. Dale B. Durrer,2020,Orange Circuit Court
Hon. Cheryl V. Higgins,2020,Orange Circuit Court
Hon. Richard E. Moore,2020,Orange Circuit Court
Hon. Susan L. Whitlock,2020,Orange Circuit Court
Hon. Claude V. Worrell Jr.,2020,Orange Circuit Court
"Hon. Paul W. Cella, Chief Judge",2019,Petersburg Circuit Court
Hon. Dennis M. Martin Sr.,2019,Petersburg Circuit Court
Hon. Joseph M. Teefey Jr.,2019,Petersburg Circuit Court
"Hon. Donald Carl Blessing, Presiding Judge",2016,Lunenburg Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2016,Lunenburg Circuit Court
Hon. S. Anderson Nelson,2016,Lunenburg Circuit Court
Hon. Kimberley S. White,2016,Lunenburg Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2017,Isle of Wight Circuit Court
Hon. Lawson Wayne Farmer,2017,Isle of Wight Circuit Court
Hon. Robert H. Sandwich Jr.,2017,Isle of Wight Circuit Court
"Hon. Tammy S. McElyea, Presiding Judge",2017,Lee Circuit Court
"Hon. Jeffrey Hamilton, Chief Judge",2017,Lee Circuit Court
Hon. Chadwick S. Dotson,2017,Lee Circuit Court
Hon. John C. Kilgore,2017,Lee Circuit Court
Hon. Malfourd W. Bo Trumbo~,2009,Craig Circuit Court
Hon. Humes J. Franklin Jr.*,2009,Craig Circuit Court
Hon. Michael S. Irvine,2009,Craig Circuit Court
Hon. Victor V. Ludwig,2009,Craig Circuit Court
"Hon. Paul W. Cella, Chief Judge",2019,Powhatan Circuit Court
Hon. Dennis M. Martin Sr.,2019,Powhatan Circuit Court
Hon. Joseph M. Teefey Jr.,2019,Powhatan Circuit Court
"Hon. Douglas L. Fleming Jr., Chief Judge",2020,Rappahannock Circuit Court
Hon. James P. Fisher,2020,Rappahannock Circuit Court
Hon. Jeanette A. Irby,2020,Rappahannock Circuit Court
Hon. James E. Plowman Jr.,2020,Rappahannock Circuit Court
Hon. Stephen E. Sincavage,2020,Rappahannock Circuit Court
Hon. William H. Shaw III~,2009,Gloucester Circuit Court
Hon. Thomas B. Hoover*,2009,Gloucester Circuit Court
Hon. Samuel T. Powell III,2009,Gloucester Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2016,Middlesex Circuit Court
Hon. B. Elliott Bondurant,2016,Middlesex Circuit Court
Hon. Richard H. Rizk,2016,Middlesex Circuit Court
Hon. Jeffrey W. Shaw,2016,Middlesex Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2016,King William Circuit Court
Hon. B. Elliott Bondurant,2016,King William Circuit Court
Hon. Richard H. Rizk,2016,King William Circuit Court
Hon. Jeffrey W. Shaw,2016,King William Circuit Court
Hon. Michael C. Allen~*,2008,Chesterfield Circuit Court
Hon. Herbert Cogbill Gill Jr.~,2008,Chesterfield Circuit Court
Hon. Timothy J. Hauler~,2008,Chesterfield Circuit Court
Hon. Frederick G. Rockwell III~,2008,Chesterfield Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2009,Essex Circuit Court
"Hon. J. Martin Bass, Chief Judge",2009,Essex Circuit Court
Hon. David H. Beck,2009,Essex Circuit Court
Hon. Joseph J. Ellis,2009,Essex Circuit Court
Hon. J. Overton Harris,2009,Essex Circuit Court
Hon. Horace A. Revercomb III,2009,Essex Circuit Court
Hon. Charles S. Sharp,2009,Essex Circuit Court
Hon. Gordon F. Willis,2009,Essex Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2015,New Kent Circuit Court
Hon. B. Elliott Bondurant,2015,New Kent Circuit Court
Hon. Richard H. Rizk,2015,New Kent Circuit Court
Hon. Jeffrey W. Shaw,2015,New Kent Circuit Court
"Hon. David V. Williams, Presiding Judge, Chief Judge",2012,Henry Circuit Court
Hon. Martin F. Clark Jr.,2012,Henry Circuit Court
Hon. G. Carter Greer,2012,Henry Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2018,Isle of Wight Circuit Court
Hon. Lawson Wayne Farmer,2018,Isle of Wight Circuit Court
Hon. Robert H. Sandwich Jr.,2018,Isle of Wight Circuit Court
Hon. William L. Wellons~*,2005,Charlotte Circuit Court
Hon. Richard S. Blanton,2005,Charlotte Circuit Court
Hon. Leslie M. Osborn,2005,Charlotte Circuit Court
"Hon. Tammy S. McElyea, Presiding Judge",2018,Lee Circuit Court
"Hon. Jeffrey Hamilton, Chief Judge",2018,Lee Circuit Court
Hon. Chadwick S. Dotson,2018,Lee Circuit Court
Hon. John C. Kilgore,2018,Lee Circuit Court
"Hon. G. Carter Greer, Presiding Judge",2017,Martinsville Circuit Court
"Hon. David V. Williams, Chief Judge",2017,Martinsville Circuit Court
Hon. Martin F. Clark Jr.,2017,Martinsville Circuit Court
"Hon. Douglas L. Fleming Jr., Chief Judge",2021,Rappahannock Circuit Court
Hon. James P. Fisher,2021,Rappahannock Circuit Court
Hon. Jeanette A. Irby,2021,Rappahannock Circuit Court
Hon. James E. Plowman Jr.,2021,Rappahannock Circuit Court
Hon. Stephen E. Sincavage,2021,Rappahannock Circuit Court
"Hon. Donald Carl Blessing, Presiding Judge",2017,Lunenburg Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2017,Lunenburg Circuit Court
Hon. S. Anderson Nelson,2017,Lunenburg Circuit Court
Hon. Kimberley S. White,2017,Lunenburg Circuit Court
"Hon. Malfourd W. Bo Trumbo, Presiding Judge",2010,Craig Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2010,Craig Circuit Court
Hon. Michael S. Irvine,2010,Craig Circuit Court
Hon. Victor V. Ludwig,2010,Craig Circuit Court
"Hon. Paul W. Cella, Chief Judge",2021,Powhatan Circuit Court
Hon. Dennis M. Martin,2021,Powhatan Circuit Court
Hon. Joseph M. Teefey Jr.,2021,Powhatan Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge",2017,King William Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2017,King William Circuit Court
Hon. Michael E. McGinty,2017,King William Circuit Court
Hon. Richard H. Rizk,2017,King William Circuit Court
"Hon. R. Bruce Long, Presiding Judge",2010,Gloucester Circuit Court
"Hon. Thomas B. Hoover, Chief Judge",2010,Gloucester Circuit Court
Hon. Samuel T. Powell III,2010,Gloucester Circuit Court
Hon. Michael Lee Moore~,2005,Tazewell Circuit Court
Hon. Henry A. Vanover*,2005,Tazewell Circuit Court
Hon. Teresa M. Chafin,2005,Tazewell Circuit Court
Hon. Keary R. Williams,2005,Tazewell Circuit Court
"Hon. Michael C. Allen, Presiding Judge, Chief Judge",2010,Chesterfield Circuit Court
"Hon. Harold W. Burgess Jr., Presiding Judge",2010,Chesterfield Circuit Court
"Hon. Herbert Cogbill Gill Jr., Presiding Judge",2010,Chesterfield Circuit Court
"Hon. Timothy J. Hauler, Presiding Judge",2010,Chesterfield Circuit Court
"Hon. Frederick G. Rockwell III, Presiding Judge",2010,Chesterfield Circuit Court
"Hon. William R. O'Brien, Chief Judge",2018,Northampton Circuit Court
Hon. Glenn R. Croshaw,2018,Northampton Circuit Court
Hon. Steven C. Frucci,2018,Northampton Circuit Court
Hon. W. Revell Lewis III,2018,Northampton Circuit Court
Hon. James Clayton Lewis,2018,Northampton Circuit Court
Hon. Leslie L. Lilley,2018,Northampton Circuit Court
Hon. Stephen C. Mahan,2018,Northampton Circuit Court
Hon. H. Thomas Padrick Jr.,2018,Northampton Circuit Court
Hon. A. Bonwill Shockley,2018,Northampton Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2011,Essex Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2011,Essex Circuit Court
Hon. J. Martin Bass,2011,Essex Circuit Court
Hon. David H. Beck,2011,Essex Circuit Court
Hon. Joseph J. Ellis,2011,Essex Circuit Court
Hon. J. Overton Harris,2011,Essex Circuit Court
Hon. Charles S. Sharp,2011,Essex Circuit Court
Hon. Horace A. Revercomb III~,2005,Caroline Circuit Court
Hon. Ann Hunter Simpson*,2005,Caroline Circuit Court
Hon. John Richard Alderman,2005,Caroline Circuit Court
Hon. J. Martin Bass,2005,Caroline Circuit Court
Hon. H. Harrison Braxton Jr.,2005,Caroline Circuit Court
Hon. George Mason III,2005,Caroline Circuit Court
Hon. John W. Scott Jr.,2005,Caroline Circuit Court
Hon. Harry T. Taliaferro III,2005,Caroline Circuit Court
"Hon. David V. Williams, Presiding Judge, Chief Judge",2013,Henry Circuit Court
Hon. Martin F. Clark Jr.,2013,Henry Circuit Court
Hon. G. Carter Greer,2013,Henry Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2019,Isle of Wight Circuit Court
Hon. Lawson Wayne Farmer,2019,Isle of Wight Circuit Court
Hon. Matthew A. Glassman,2019,Isle of Wight Circuit Court
Hon. Robert H. Sandwich Jr.,2019,Isle of Wight Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2016,New Kent Circuit Court
Hon. B. Elliott Bondurant,2016,New Kent Circuit Court
Hon. Richard H. Rizk,2016,New Kent Circuit Court
Hon. Jeffrey W. Shaw,2016,New Kent Circuit Court
Hon. William L. Wellons~*,2006,Charlotte Circuit Court
Hon. Richard S. Blanton,2006,Charlotte Circuit Court
Hon. Leslie M. Osborn,2006,Charlotte Circuit Court
"Hon. Tammy S. McElyea, Presiding Judge",2019,Lee Circuit Court
"Hon. Jeffrey Hamilton, Chief Judge",2019,Lee Circuit Court
Hon. Chadwick S. Dotson,2019,Lee Circuit Court
Hon. John C. Kilgore,2019,Lee Circuit Court
"Hon. Paul W. Cella, Chief Judge",2020,Petersburg Circuit Court
Hon. Dennis M. Martin,2020,Petersburg Circuit Court
Hon. Joseph M. Teefey Jr.,2020,Petersburg Circuit Court
"Hon. G. Carter Greer, Presiding Judge",2018,Martinsville Circuit Court
"Hon. David V. Williams, Chief Judge",2018,Martinsville Circuit Court
Hon. Martin F. Clark Jr.,2018,Martinsville Circuit Court
"Hon. S. Anderson Nelson, Presiding Judge",2018,Lunenburg Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2018,Lunenburg Circuit Court
Hon. Donald Carl Blessing,2018,Lunenburg Circuit Court
Hon. Kimberley S. White,2018,Lunenburg Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2021,Orange Circuit Court
Hon. Dale B. Durrer,2021,Orange Circuit Court
Hon. David B. Franzen,2021,Orange Circuit Court
Hon. Cheryl V. Higgins,2021,Orange Circuit Court
Hon. Richard E. Moore,2021,Orange Circuit Court
Hon. Claude V. Worrell Jr.,2021,Orange Circuit Court
"Hon. Wilford Taylor Jr., Presiding Judge, Chief Judge",2015,Hampton Circuit Court
"Hon. Christopher W. Hutton, Presiding Judge",2015,Hampton Circuit Court
"Hon. Bonnie L. Jones, Presiding Judge",2015,Hampton Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge",2018,King William Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2018,King William Circuit Court
Hon. Michael E. McGinty,2018,King William Circuit Court
Hon. Richard H. Rizk,2018,King William Circuit Court
"Hon. Harold W. Burgess Jr., Presiding Judge, Chief Judge",2011,Chesterfield Circuit Court
"Hon. Michael C. Allen, Presiding Judge",2011,Chesterfield Circuit Court
"Hon. Herbert Cogbill Gill Jr., Presiding Judge",2011,Chesterfield Circuit Court
"Hon. Timothy J. Hauler, Presiding Judge",2011,Chesterfield Circuit Court
"Hon. Frederick G. Rockwell III, Presiding Judge",2011,Chesterfield Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2012,Essex Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2012,Essex Circuit Court
Hon. J. Martin Bass,2012,Essex Circuit Court
Hon. David H. Beck,2012,Essex Circuit Court
Hon. Sarah L. Deneke,2012,Essex Circuit Court
Hon. Joseph J. Ellis,2012,Essex Circuit Court
Hon. J. Overton Harris,2012,Essex Circuit Court
Hon. Charles S. Sharp,2012,Essex Circuit Court
"Hon. Michael E. McGinty, Chief Judge",2017,Middlesex Circuit Court
Hon. B. Elliott Bondurant,2017,Middlesex Circuit Court
Hon. Richard H. Rizk,2017,Middlesex Circuit Court
Hon. Jeffrey W. Shaw,2017,Middlesex Circuit Court
"Hon. Malfourd W. Bo Trumbo, Presiding Judge",2011,Craig Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2011,Craig Circuit Court
Hon. Michael S. Irvine,2011,Craig Circuit Court
Hon. Victor V. Ludwig,2011,Craig Circuit Court
"Hon. Glenn R. Croshaw, Chief Judge",2019,Northampton Circuit Court
Hon. Steven C. Frucci,2019,Northampton Circuit Court
Hon. W. Revell Lewis III,2019,Northampton Circuit Court
Hon. James Clayton Lewis,2019,Northampton Circuit Court
Hon. Leslie L. Lilley,2019,Northampton Circuit Court
Hon. Stephen C. Mahan,2019,Northampton Circuit Court
Hon. William R. O'Brien,2019,Northampton Circuit Court
Hon. H. Thomas Padrick Jr.,2019,Northampton Circuit Court
Hon. A. Bonwill Shockley,2019,Northampton Circuit Court
"Hon. David V. Williams, Presiding Judge, Chief Judge",2014,Henry Circuit Court
Hon. Martin F. Clark Jr.,2014,Henry Circuit Court
Hon. G. Carter Greer,2014,Henry Circuit Court
Hon. Horace A. Revercomb III~,2006,Caroline Circuit Court
Hon. Harry T. Taliaferro III*,2006,Caroline Circuit Court
Hon. John Richard Alderman,2006,Caroline Circuit Court
Hon. J. Martin Bass,2006,Caroline Circuit Court
Hon. H. Harrison Braxton Jr.,2006,Caroline Circuit Court
Hon. George Mason III,2006,Caroline Circuit Court
Hon. John W. Scott Jr.,2006,Caroline Circuit Court
Hon. Ann Hunter Simpson,2006,Caroline Circuit Court
"Hon. R. Bruce Long, Presiding Judge",2011,Gloucester Circuit Court
"Hon. Thomas B. Hoover, Chief Judge",2011,Gloucester Circuit Court
Hon. Samuel T. Powell III,2011,Gloucester Circuit Court
"Hon. Paul W. Cella, Chief Judge",2021,Petersburg Circuit Court
Hon. Dennis M. Martin,2021,Petersburg Circuit Court
Hon. Joseph M. Teefey Jr.,2021,Petersburg Circuit Court
Hon. William L. Wellons~*,2007,Charlotte Circuit Court
Hon. Richard S. Blanton,2007,Charlotte Circuit Court
Hon. Leslie M. Osborn,2007,Charlotte Circuit Court
"Hon. S. Anderson Nelson, Presiding Judge",2019,Lunenburg Circuit Court
"Hon. Kimberley S. White, Chief Judge",2019,Lunenburg Circuit Court
Hon. Donald Carl Blessing,2019,Lunenburg Circuit Court
Hon. J. William Watson Jr.,2019,Lunenburg Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge",2014,Greene Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2014,Greene Circuit Court
Hon. Cheryl V. Higgins,2014,Greene Circuit Court
Hon. Susan L. Whitlock,2014,Greene Circuit Court
Hon. Teresa M. Chafin~,2006,Tazewell Circuit Court
Hon. Michael Lee Moore*,2006,Tazewell Circuit Court
Hon. Henry A. Vanover,2006,Tazewell Circuit Court
Hon. Keary R. Williams,2006,Tazewell Circuit Court
"Hon. Wilford Taylor Jr., Presiding Judge, Chief Judge",2016,Hampton Circuit Court
"Hon. Christopher W. Hutton, Presiding Judge",2016,Hampton Circuit Court
"Hon. Bonnie L. Jones, Presiding Judge",2016,Hampton Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge, Chief Judge",2019,King William Circuit Court
Hon. Michael E. McGinty,2019,King William Circuit Court
Hon. Richard H. Rizk,2019,King William Circuit Court
Hon. Jeffrey W. Shaw,2019,King William Circuit Court
"Hon. Jeffrey W. Shaw, Presiding Judge, Chief Judge",2018,Middlesex Circuit Court
Hon. B. Elliott Bondurant,2018,Middlesex Circuit Court
Hon. Michael E. McGinty,2018,Middlesex Circuit Court
Hon. Richard H. Rizk,2018,Middlesex Circuit Court
"Hon. Harold W. Burgess Jr., Presiding Judge, Chief Judge",2012,Chesterfield Circuit Court
"Hon. Herbert Cogbill Gill Jr., Presiding Judge",2012,Chesterfield Circuit Court
"Hon. Timothy J. Hauler, Presiding Judge",2012,Chesterfield Circuit Court
"Hon. Frederick G. Rockwell III, Presiding Judge",2012,Chesterfield Circuit Court
"Hon. Tammy S. McElyea, Presiding Judge",2020,Lee Circuit Court
"Hon. John C. Kilgore, Chief Judge",2020,Lee Circuit Court
Hon. Ronald Kelley Elkins,2020,Lee Circuit Court
Hon. Jeffrey Hamilton,2020,Lee Circuit Court
"Hon. G. Carter Greer, Presiding Judge",2019,Martinsville Circuit Court
"Hon. David V. Williams, Chief Judge",2019,Martinsville Circuit Court
Hon. Marcus A. Brinks,2019,Martinsville Circuit Court
"Hon. Carl Edward Eason Jr., Presiding Judge, Chief Judge",2020,Isle of Wight Circuit Court
Hon. Lawson Wayne Farmer,2020,Isle of Wight Circuit Court
Hon. Matthew A. Glassman,2020,Isle of Wight Circuit Court
Hon. Robert H. Sandwich Jr.,2020,Isle of Wight Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge",2017,New Kent Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2017,New Kent Circuit Court
Hon. Michael E. McGinty,2017,New Kent Circuit Court
Hon. Richard H. Rizk,2017,New Kent Circuit Court
"Hon. Harry T. Taliaferro III, Presiding Judge",2013,Essex Circuit Court
"Hon. David H. Beck, Chief Judge",2013,Essex Circuit Court
Hon. J. Martin Bass,2013,Essex Circuit Court
Hon. Sarah L. Deneke,2013,Essex Circuit Court
Hon. Joseph J. Ellis,2013,Essex Circuit Court
Hon. J. Overton Harris,2013,Essex Circuit Court
Hon. Charles S. Sharp,2013,Essex Circuit Court
Hon. Gordon F. Willis,2013,Essex Circuit Court
"Hon. Malfourd W. Trumbo, Presiding Judge, Chief Judge",2012,Craig Circuit Court
Hon. Humes J. Franklin Jr.,2012,Craig Circuit Court
Hon. Michael S. Irvine,2012,Craig Circuit Court
Hon. Victor V. Ludwig,2012,Craig Circuit Court
"Hon. David V. Williams, Presiding Judge, Chief Judge",2015,Henry Circuit Court
Hon. Martin F. Clark Jr.,2015,Henry Circuit Court
Hon. G. Carter Greer,2015,Henry Circuit Court
"Hon. R. Bruce Long, Presiding Judge, Chief Judge",2012,Gloucester Circuit Court
Hon. Richard Y. AtLee Jr.,2012,Gloucester Circuit Court
Hon. Thomas B. Hoover,2012,Gloucester Circuit Court
"Hon. Glenn Randall Croshaw, Chief Judge",2020,Northampton Circuit Court
Hon. Steven C. Frucci,2020,Northampton Circuit Court
Hon. William Revell Lewis III,2020,Northampton Circuit Court
Hon. James Clayton Lewis,2020,Northampton Circuit Court
Hon. Leslie L. Lilley,2020,Northampton Circuit Court
Hon. Stephen C. Mahan,2020,Northampton Circuit Court
Hon. Anne Bonwill Shockley,2020,Northampton Circuit Court
Hon. Leslie M. Osborn~,2008,Charlotte Circuit Court
Hon. William L. Wellons*,2008,Charlotte Circuit Court
Hon. Richard S. Blanton,2008,Charlotte Circuit Court
"Hon. Daniel R. Bouton, Presiding Judge",2015,Greene Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2015,Greene Circuit Court
Hon. Cheryl V. Higgins,2015,Greene Circuit Court
Hon. Richard E. Moore,2015,Greene Circuit Court
Hon. Susan L. Whitlock,2015,Greene Circuit Court
"Hon. Benjamin Elliott Bondurant, Presiding Judge, Chief Judge",2020,King William Circuit Court
Hon. Michael E. McGinty,2020,King William Circuit Court
Hon. Richard H. Rizk,2020,King William Circuit Court
Hon. Jeffrey W. Shaw,2020,King William Circuit Court
Hon. Teresa M. Chafin~,2007,Tazewell Circuit Court
Hon. Michael Lee Moore*,2007,Tazewell Circuit Court
Hon. Henry A. Vanover,2007,Tazewell Circuit Court
Hon. Keary R. Williams,2007,Tazewell Circuit Court
"Hon. Christopher W. Hutton, Presiding Judge, Chief Judge",2017,Hampton Circuit Court
"Hon. Bonnie L. Jones, Presiding Judge",2017,Hampton Circuit Court
"Hon. Wilford Taylor Jr., Presiding Judge",2017,Hampton Circuit Court
"Hon. Giles Carter Greer, Presiding Judge",2020,Martinsville Circuit Court
"Hon. David V. Williams, Chief Judge",2020,Martinsville Circuit Court
Hon. Marcus A. Brinks,2020,Martinsville Circuit Court
Hon. Horace A. Revercomb III~,2008,Caroline Circuit Court
Hon. Harry T. Taliaferro III*,2008,Caroline Circuit Court
Hon. J. Martin Bass,2008,Caroline Circuit Court
Hon. David H. Beck,2008,Caroline Circuit Court
Hon. George Mason III,2008,Caroline Circuit Court
Hon. John W. Scott Jr.,2008,Caroline Circuit Court
Hon. Gordon F. Willis,2008,Caroline Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge",2018,New Kent Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2018,New Kent Circuit Court
Hon. Michael E. McGinty,2018,New Kent Circuit Court
Hon. Richard H. Rizk,2018,New Kent Circuit Court
"Hon. Jeffrey W. Shaw, Presiding Judge, Chief Judge",2019,Middlesex Circuit Court
Hon. B. Elliott Bondurant,2019,Middlesex Circuit Court
Hon. Michael E. McGinty,2019,Middlesex Circuit Court
Hon. Richard H. Rizk,2019,Middlesex Circuit Court
"Hon. Frederick G. Rockwell III, Presiding Judge, Chief Judge",2013,Chesterfield Circuit Court
"Hon. Harold W. Burgess Jr., Presiding Judge",2013,Chesterfield Circuit Court
"Hon. Herbert Cogbill Gill Jr., Presiding Judge",2013,Chesterfield Circuit Court
"Hon. Timothy J. Hauler, Presiding Judge",2013,Chesterfield Circuit Court
"Hon. Steven Colin McCallum, Presiding Judge",2013,Chesterfield Circuit Court
"Hon. James William Watson Jr., Presiding Judge",2020,Lunenburg Circuit Court
"Hon. Kimberley S. White, Chief Judge",2020,Lunenburg Circuit Court
