Judge,Year,Court
Hon. Charles S. Sharp,2013,Fredericksburg Circuit Court
Hon. Harry T. Taliaferro III,2013,Fredericksburg Circuit Court
Hon. J. Michael Gamble~*,2006,Amherst Circuit Court
Hon. J. Samuel Johnston Jr.,2006,Amherst Circuit Court
Hon. J. Leyburn Mosby Jr.,2006,Amherst Circuit Court
Hon. Mosby Garland Perrow III,2006,Amherst Circuit Court
Hon. James W. Updike Jr.,2006,Amherst Circuit Court
Hon. W. Allan Sharrett~*,2008,Brunswick Circuit Court
Hon. Samuel E. Campbell~,2008,Brunswick Circuit Court
"Hon. John E. Wetsel Jr., Presiding Judge",2012,Clarke Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2012,Clarke Circuit Court
Hon. Clifford Lynword Athey Jr.,2012,Clarke Circuit Court
Hon. Dennis Lee Hupp,2012,Clarke Circuit Court
Hon. James V. Lane,2012,Clarke Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge",2017,King and Queen Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2017,King and Queen Circuit Court
Hon. Michael E. McGinty,2017,King and Queen Circuit Court
Hon. Richard H. Rizk,2017,King and Queen Circuit Court
"Hon. F. Patrick Yeatts, Presiding Judge, Chief Judge",2017,Lynchburg Circuit Court
"Hon. R. Edwin Burnette Jr., Presiding Judge",2017,Lynchburg Circuit Court
Hon. John T. Cook,2017,Lynchburg Circuit Court
Hon. Michael T. Garrett,2017,Lynchburg Circuit Court
Hon. James W. Updike Jr.,2017,Lynchburg Circuit Court
"Hon. Stephen E. Sincavage, Chief Judge",2018,Loudoun Circuit Court
Hon. Douglas L. Fleming Jr.,2018,Loudoun Circuit Court
Hon. Jeanette A. Irby,2018,Loudoun Circuit Court
Hon. Jeffrey W. Parker,2018,Loudoun Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge, Chief Judge",2016,Goochland Circuit Court
Hon. Daniel R. Bouton,2016,Goochland Circuit Court
Hon. Cheryl V. Higgins,2016,Goochland Circuit Court
Hon. Richard E. Moore,2016,Goochland Circuit Court
Hon. Susan L. Whitlock,2016,Goochland Circuit Court
"Hon. Samuel T. Powell III, Presiding Judge",2010,James City County/Williamsburg Circuit Court
"Hon. Thomas B. Hoover, Chief Judge",2010,James City County/Williamsburg Circuit Court
Hon. R. Bruce Long,2010,James City County/Williamsburg Circuit Court
"Hon. Daniel R. Bouton, Chief Judge",2012,Culpeper Circuit Court
Hon. Cheryl V. Higgins,2012,Culpeper Circuit Court
Hon. Edward L. Hogshire,2012,Culpeper Circuit Court
Hon. Timothy K. Sanner,2012,Culpeper Circuit Court
Hon. Humes J. Franklin Jr.*,2008,Augusta Circuit Court
Hon. Michael S. Irvine,2008,Augusta Circuit Court
Hon. Malfourd W.  Bo Trumbo,2008,Augusta Circuit Court
"Hon. Susan L. Whitlock, Presiding Judge",2014,Fluvanna Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2014,Fluvanna Circuit Court
Hon. Daniel R. Bouton,2014,Fluvanna Circuit Court
Hon. Cheryl V. Higgins,2014,Fluvanna Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2017,Highland Circuit Court
Hon. Anita D. Filson,2017,Highland Circuit Court
Hon. W. Chapman Goodwin,2017,Highland Circuit Court
Hon. Victor V. Ludwig,2017,Highland Circuit Court
Hon. Charles L. Ricketts III,2017,Highland Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2012,Carroll Circuit Court
"Hon. Robert M. D. Turk, Chief Judge",2012,Carroll Circuit Court
Hon. Colin R. Gibb,2012,Carroll Circuit Court
Hon. Josiah T. Showalter Jr.,2012,Carroll Circuit Court
"Hon. Michael S. Irvine, Presiding Judge",2010,Buena Vista Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2010,Buena Vista Circuit Court
Hon. Victor V. Ludwig,2010,Buena Vista Circuit Court
Hon. Malfourd W. Bo Trumbo,2010,Buena Vista Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2011,Greensville Circuit Court
"Hon. Samuel E. Campbell, Presiding Judge",2011,Greensville Circuit Court
"Hon. Edward L. Hogshire, Presiding Judge",2011,Charlottesville Circuit Court
"Hon. John G. Berry, Chief Judge",2011,Charlottesville Circuit Court
Hon. Daniel R. Bouton,2011,Charlottesville Circuit Court
Hon. Cheryl V. Higgins,2011,Charlottesville Circuit Court
Hon. Timothy K. Sanner,2011,Charlottesville Circuit Court
"Hon. John E. Wetsel Jr., Presiding Judge",2013,Clarke Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2013,Clarke Circuit Court
Hon. Bruce D. Albertson,2013,Clarke Circuit Court
Hon. Clifford Lynwood Athey Jr.,2013,Clarke Circuit Court
Hon. Dennis Lee Hupp,2013,Clarke Circuit Court
Hon. Donald M. Haddock~*,2005,Alexandria Circuit Court
Hon. Lisa Bondareff Kemler~,2005,Alexandria Circuit Court
Hon. John E. Kloch~,2005,Alexandria Circuit Court
Hon. W. Allan Sharrett~*,2009,Brunswick Circuit Court
Hon. Samuel E. Campbell~,2009,Brunswick Circuit Court
"Hon. F. Patrick Yeatts, Presiding Judge, Chief Judge",2018,Lynchburg Circuit Court
"Hon. R. Edwin Burnette Jr., Presiding Judge",2018,Lynchburg Circuit Court
Hon. John T. Cook,2018,Lynchburg Circuit Court
Hon. Michael T. Garrett,2018,Lynchburg Circuit Court
Hon. James W. Updike Jr.,2018,Lynchburg Circuit Court
"Hon. Stephen E. Sincavage, Chief Judge",2019,Loudoun Circuit Court
Hon. James P. Fisher,2019,Loudoun Circuit Court
Hon. Douglas L. Fleming Jr.,2019,Loudoun Circuit Court
Hon. Jeanette A. Irby,2019,Loudoun Circuit Court
Hon. James E. Plowman Jr.,2019,Loudoun Circuit Court
"Hon. Gordon F. Willis, Presiding Judge",2014,Fredericksburg Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2014,Fredericksburg Circuit Court
Hon. Sarah L. Deneke,2014,Fredericksburg Circuit Court
Hon. J. Overton Harris,2014,Fredericksburg Circuit Court
Hon. Patricia Kelly,2014,Fredericksburg Circuit Court
Hon. Michael E. Levy,2014,Fredericksburg Circuit Court
Hon. Charles S. Sharp,2014,Fredericksburg Circuit Court
Hon. Harry T. Taliaferro III,2014,Fredericksburg Circuit Court
"Hon. Henry A. Vanover, Presiding Judge",2011,Dickenson Circuit Court
"Hon. Patrick R. Johnson, Chief Judge",2011,Dickenson Circuit Court
Hon. Teresa M. Chafin,2011,Dickenson Circuit Court
Hon. Michael Lee Moore,2011,Dickenson Circuit Court
Hon. J. Michael Gamble~,2007,Amherst Circuit Court
Hon. J. Samuel Johnston Jr.*,2007,Amherst Circuit Court
Hon. J. Leyburn Mosby Jr.,2007,Amherst Circuit Court
Hon. Mosby Garland Perrow III,2007,Amherst Circuit Court
Hon. James W. Updike Jr.,2007,Amherst Circuit Court
"Hon. Charles L. Ricketts III, Chief Judge",2018,Highland Circuit Court
Hon. Joel R. Branscom,2018,Highland Circuit Court
Hon. Anita D. Filson,2018,Highland Circuit Court
Hon. W. Chapman Goodwin,2018,Highland Circuit Court
Hon. Victor V. Ludwig,2018,Highland Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge",2018,King and Queen Circuit Court
"Hon. Jeffrey W. Shaw, Chief Judge",2018,King and Queen Circuit Court
Hon. Michael E. McGinty,2018,King and Queen Circuit Court
Hon. Richard H. Rizk,2018,King and Queen Circuit Court
"Hon. Michael S. Irvine, Presiding Judge",2011,Buena Vista Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2011,Buena Vista Circuit Court
Hon. Victor V. Ludwig,2011,Buena Vista Circuit Court
Hon. Malfourd W. Bo Trumbo,2011,Buena Vista Circuit Court
"Hon. Susan L. Whitlock, Presiding Judge",2015,Fluvanna Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2015,Fluvanna Circuit Court
Hon. Daniel R. Bouton,2015,Fluvanna Circuit Court
Hon. Cheryl V. Higgins,2015,Fluvanna Circuit Court
Hon. Richard E. Moore,2015,Fluvanna Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2013,Carroll Circuit Court
"Hon. Robert M. D. Turk, Chief Judge",2013,Carroll Circuit Court
Hon. Colin R. Gibb,2013,Carroll Circuit Court
Hon. Marcus H. Long Jr.,2013,Carroll Circuit Court
Hon. Josiah T. Showalter Jr.,2013,Carroll Circuit Court
"Hon. Ronald Lewis Napier, Presiding Judge",2015,Clarke Circuit Court
"Hon. John E. Wetsel Jr., Presiding Judge",2015,Clarke Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2015,Clarke Circuit Court
Hon. Bruce D. Albertson,2015,Clarke Circuit Court
Hon. Clifford Lynwood Athey Jr.,2015,Clarke Circuit Court
Hon. Dennis Lee Hupp,2015,Clarke Circuit Court
Hon. Clark Andrew Ritchie,2015,Clarke Circuit Court
"Hon. Samuel T. Powell III, Presiding Judge",2011,James City County/Williamsburg Circuit Court
"Hon. Thomas B. Hoover, Chief Judge",2011,James City County/Williamsburg Circuit Court
Hon. R. Bruce Long,2011,James City County/Williamsburg Circuit Court
"Hon. Edward L. Hogshire, Presiding Judge",2012,Charlottesville Circuit Court
"Hon. Daniel R. Bouton, Chief Judge",2012,Charlottesville Circuit Court
Hon. Cheryl V. Higgins,2012,Charlottesville Circuit Court
Hon. Timothy K. Sanner,2012,Charlottesville Circuit Court
Hon. Donald M. Haddock~*,2006,Alexandria Circuit Court
Hon. Lisa Bondareff Kemler~,2006,Alexandria Circuit Court
Hon. John E. Kloch~,2006,Alexandria Circuit Court
"Hon. Daniel R. Bouton, Chief Judge",2013,Culpeper Circuit Court
Hon. Cheryl V. Higgins,2013,Culpeper Circuit Court
Hon. Edward L. Hogshire,2013,Culpeper Circuit Court
Hon. Timothy K. Sanner,2013,Culpeper Circuit Court
Hon. Susan L. Whitlock,2013,Culpeper Circuit Court
Hon. Josiah T. Showalter Jr.~*,2008,Bland Circuit Court
Hon. Brett L. Geisler,2008,Bland Circuit Court
Hon. Colin R. Gibb,2008,Bland Circuit Court
Hon. Ray Wilson Grubbs,2008,Bland Circuit Court
Hon. Robert M. D. Turk,2008,Bland Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2012,Greensville Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2010,Brunswick Circuit Court
"Hon. Samuel E. Campbell, Presiding Judge",2010,Brunswick Circuit Court
Hon. Victor V. Ludwig~,2009,Augusta Circuit Court
Hon. Humes J. Franklin Jr.*,2009,Augusta Circuit Court
Hon. Michael S. Irvine,2009,Augusta Circuit Court
Hon. Malfourd W. Bo Trumbo,2009,Augusta Circuit Court
"Hon. Kimberley S. White, Presiding Judge",2014,Prince Edward Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2014,Prince Edward Circuit Court
Hon. Joel C. Cunningham,2014,Prince Edward Circuit Court
"Hon. Gordon F. Willis, Presiding Judge",2015,Fredericksburg Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2015,Fredericksburg Circuit Court
Hon. Sarah L. Deneke,2015,Fredericksburg Circuit Court
Hon. J. Overton Harris,2015,Fredericksburg Circuit Court
Hon. Herbert M. Hewitt,2015,Fredericksburg Circuit Court
Hon. Patricia Kelly,2015,Fredericksburg Circuit Court
Hon. Michael E. Levy,2015,Fredericksburg Circuit Court
Hon. Charles S. Sharp,2015,Fredericksburg Circuit Court
Hon. Harry T. Taliaferro III,2015,Fredericksburg Circuit Court
Hon. Victoria A. B. Willis,2015,Fredericksburg Circuit Court
"Hon. Henry A. Vanover, Presiding Judge",2012,Dickenson Circuit Court
"Hon. Patrick R. Johnson, Chief Judge",2012,Dickenson Circuit Court
Hon. Teresa M. Chafin,2012,Dickenson Circuit Court
Hon. Michael Lee Moore,2012,Dickenson Circuit Court
Hon. J. Michael Gamble~,2008,Amherst Circuit Court
Hon. James W. Updike Jr.*,2008,Amherst Circuit Court
Hon. John T. Cook,2008,Amherst Circuit Court
Hon. J. Leyburn Mosby Jr.,2008,Amherst Circuit Court
Hon. Mosby Garland Perrow III,2008,Amherst Circuit Court
"Hon. Richard E. Moore, Presiding Judge",2016,Fluvanna Circuit Court
"Hon. Susan L. Whitlock, Presiding Judge",2016,Fluvanna Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2016,Fluvanna Circuit Court
Hon. Daniel R. Bouton,2016,Fluvanna Circuit Court
Hon. Cheryl V. Higgins,2016,Fluvanna Circuit Court
"Hon. R. Bruce Long, Chief Judge",2012,James City County/Williamsburg Circuit Court
Hon. Richard Y. AtLee Jr.,2012,James City County/Williamsburg Circuit Court
Hon. Thomas B. Hoover,2012,James City County/Williamsburg Circuit Court
Hon. Michael E. McGinty,2012,James City County/Williamsburg Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge, Chief Judge",2017,Goochland Circuit Court
Hon. Daniel R. Bouton,2017,Goochland Circuit Court
Hon. Cheryl V. Higgins,2017,Goochland Circuit Court
Hon. Richard E. Moore,2017,Goochland Circuit Court
Hon. Susan L. Whitlock,2017,Goochland Circuit Court
"Hon. Edward L. Hogshire, Presiding Judge",2013,Charlottesville Circuit Court
"Hon. Daniel R. Bouton, Chief Judge",2013,Charlottesville Circuit Court
Hon. Cheryl V. Higgins,2013,Charlottesville Circuit Court
Hon. Timothy K. Sanner,2013,Charlottesville Circuit Court
Hon. Susan L. Whitlock,2013,Charlottesville Circuit Court
"Hon. Michael S. Irvine, Presiding Judge",2012,Buena Vista Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2012,Buena Vista Circuit Court
Hon. Victor V. Ludwig,2012,Buena Vista Circuit Court
Hon. Malfourd W. Trumbo,2012,Buena Vista Circuit Court
"Hon. Douglas L. Fleming Jr., Chief Judge",2020,Loudoun Circuit Court
Hon. James P. Fisher,2020,Loudoun Circuit Court
Hon. Jeanette A. Irby,2020,Loudoun Circuit Court
Hon. James E. Plowman Jr.,2020,Loudoun Circuit Court
Hon. Stephen E. Sincavage,2020,Loudoun Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2014,Carroll Circuit Court
"Hon. Marcus H. Long Jr., Chief Judge",2014,Carroll Circuit Court
Hon. Colin R. Gibb,2014,Carroll Circuit Court
Hon. Josiah T. Showalter Jr.,2014,Carroll Circuit Court
Hon. Robert M. D. Turk,2014,Carroll Circuit Court
"Hon. B. Elliott Bondurant, Presiding Judge, Chief Judge",2019,King and Queen Circuit Court
Hon. Michael E. McGinty,2019,King and Queen Circuit Court
Hon. Richard H. Rizk,2019,King and Queen Circuit Court
Hon. Jeffrey W. Shaw,2019,King and Queen Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2013,Greensville Circuit Court
Hon. Nathan Curtis Lee,2013,Greensville Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2016,Clarke Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2016,Clarke Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2016,Clarke Circuit Court
Hon. Bruce D. Albertson,2016,Clarke Circuit Court
Hon. Neil Randolph Bryant,2016,Clarke Circuit Court
Hon. Dennis Lee Hupp,2016,Clarke Circuit Court
Hon. Ronald Lewis Napier,2016,Clarke Circuit Court
Hon. Clark Andrew Ritchie,2016,Clarke Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge",2010,Bland Circuit Court
"Hon. Colin R. Gibb, Chief Judge",2010,Bland Circuit Court
Hon. Brett L. Geisler,2010,Bland Circuit Court
Hon. Ray Wilson Grubbs,2010,Bland Circuit Court
Hon. Robert M. D. Turk,2010,Bland Circuit Court
Hon. Donald M. Haddock~*,2007,Alexandria Circuit Court
Hon. Lisa Bondareff Kemler~,2007,Alexandria Circuit Court
Hon. John E. Kloch~,2007,Alexandria Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2011,Brunswick Circuit Court
"Hon. Samuel E. Campbell, Presiding Judge",2011,Brunswick Circuit Court
"Hon. Victor V. Ludwig, Presiding Judge",2010,Augusta Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2010,Augusta Circuit Court
Hon. Michael S. Irvine,2010,Augusta Circuit Court
Hon. Malfourd W. Bo Trumbo,2010,Augusta Circuit Court
"Hon. Susan L. Whitlock, Presiding Judge",2014,Culpeper Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2014,Culpeper Circuit Court
Hon. Daniel R. Bouton,2014,Culpeper Circuit Court
Hon. Cheryl V. Higgins,2014,Culpeper Circuit Court
"Hon. Henry A. Vanover, Presiding Judge, Chief Judge",2013,Dickenson Circuit Court
Hon. Jack S. Hurley Jr.,2013,Dickenson Circuit Court
Hon. Patrick R. Johnson,2013,Dickenson Circuit Court
Hon. Michael Lee Moore,2013,Dickenson Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge, Chief Judge",2018,Goochland Circuit Court
Hon. Daniel R. Bouton,2018,Goochland Circuit Court
Hon. Cheryl V. Higgins,2018,Goochland Circuit Court
Hon. Richard E. Moore,2018,Goochland Circuit Court
Hon. Susan L. Whitlock,2018,Goochland Circuit Court
"Hon. J. Michael Gamble, Presiding Judge",2010,Amherst Circuit Court
"Hon. Mosby Garland Perrow III, Chief Judge",2010,Amherst Circuit Court
Hon. John T. Cook,2010,Amherst Circuit Court
Hon. J. Leyburn Mosby Jr.,2010,Amherst Circuit Court
Hon. James W. Updike Jr.,2010,Amherst Circuit Court
"Hon. Richard Y. AtLee Jr., Chief Judge",2013,James City County/Williamsburg Circuit Court
Hon. Thomas B. Hoover,2013,James City County/Williamsburg Circuit Court
Hon. R. Bruce Long,2013,James City County/Williamsburg Circuit Court
Hon. Michael E. McGinty,2013,James City County/Williamsburg Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2014,Charlottesville Circuit Court
Hon. Daniel R. Bouton,2014,Charlottesville Circuit Court
Hon. Cheryl V. Higgins,2014,Charlottesville Circuit Court
Hon. Susan L. Whitlock,2014,Charlottesville Circuit Court
"Hon. Benjamin Elliott Bondurant, Presiding Judge, Chief Judge",2020,King and Queen Circuit Court
Hon. Michael E. McGinty,2020,King and Queen Circuit Court
Hon. Richard H. Rizk,2020,King and Queen Circuit Court
Hon. Jeffrey W. Shaw,2020,King and Queen Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2014,Greensville Circuit Court
Hon. Nathan Curtis Lee,2014,Greensville Circuit Court
"Hon. Gordon F. Willis, Presiding Judge",2016,Fredericksburg Circuit Court
"Hon. J. Overton Harris, Chief Judge",2016,Fredericksburg Circuit Court
Hon. Sarah L. Deneke,2016,Fredericksburg Circuit Court
Hon. Joseph J. Ellis,2016,Fredericksburg Circuit Court
Hon. Herbert M. Hewitt,2016,Fredericksburg Circuit Court
Hon. Patricia Kelly,2016,Fredericksburg Circuit Court
Hon. Michael E. Levy,2016,Fredericksburg Circuit Court
Hon. R. Michael McKenney,2016,Fredericksburg Circuit Court
Hon. Ricardo Rigual,2016,Fredericksburg Circuit Court
Hon. Charles S. Sharp,2016,Fredericksburg Circuit Court
Hon. Victoria A. B. Willis,2016,Fredericksburg Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2015,Carroll Circuit Court
"Hon. Josiah T. Showalter Jr., Chief Judge",2015,Carroll Circuit Court
Hon. Bradley W. Finch,2015,Carroll Circuit Court
Hon. H. Lee Harrell,2015,Carroll Circuit Court
Hon. Marcus H. Long Jr.,2015,Carroll Circuit Court
Hon. Robert M. D. Turk,2015,Carroll Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge",2011,Bland Circuit Court
"Hon. Colin R. Gibb, Chief Judge",2011,Bland Circuit Court
Hon. Brett L. Geisler,2011,Bland Circuit Court
Hon. Robert M. D. Turk,2011,Bland Circuit Court
"Hon. Michael S. Irvine, Presiding Judge",2013,Buena Vista Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2013,Buena Vista Circuit Court
Hon. Victor V. Ludwig,2013,Buena Vista Circuit Court
Hon. Donald M. Haddock~*,2008,Alexandria Circuit Court
Hon. Nolan B. Dawkins~,2008,Alexandria Circuit Court
Hon. Lisa Bondareff Kemler~,2008,Alexandria Circuit Court
"Hon. Henry A. Vanover, Presiding Judge",2014,Dickenson Circuit Court
"Hon. Michael Lee Moore, Chief Judge",2014,Dickenson Circuit Court
Hon. Jack S. Hurley Jr.,2014,Dickenson Circuit Court
Hon. Patrick R. Johnson,2014,Dickenson Circuit Court
"Hon. Susan L. Whitlock, Presiding Judge",2015,Culpeper Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2015,Culpeper Circuit Court
Hon. Daniel R. Bouton,2015,Culpeper Circuit Court
Hon. Cheryl V. Higgins,2015,Culpeper Circuit Court
Hon. Richard E. Moore,2015,Culpeper Circuit Court
"Hon. Victor V. Ludwig, Presiding Judge",2011,Augusta Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2011,Augusta Circuit Court
Hon. Michael S. Irvine,2011,Augusta Circuit Court
Hon. Malfourd W. Bo Trumbo,2011,Augusta Circuit Court
"Hon. Timothy K. Sanner, Presiding Judge, Chief Judge",2019,Goochland Circuit Court
Hon. Dale B. Durrer,2019,Goochland Circuit Court
Hon. Cheryl V. Higgins,2019,Goochland Circuit Court
Hon. Richard E. Moore,2019,Goochland Circuit Court
Hon. Susan L. Whitlock,2019,Goochland Circuit Court
"Hon. Kimberley S. White, Presiding Judge",2015,Prince Edward Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2015,Prince Edward Circuit Court
Hon. Donald Carl Blessing,2015,Prince Edward Circuit Court
Hon. Joel C. Cunningham,2015,Prince Edward Circuit Court
"Hon. J. Michael Gamble, Presiding Judge",2011,Amherst Circuit Court
"Hon. Mosby Garland Perrow III, Chief Judge",2011,Amherst Circuit Court
Hon. John T. Cook,2011,Amherst Circuit Court
Hon. James W. Updike Jr.,2011,Amherst Circuit Court
"Hon. Charles L. Ricketts III, Chief Judge",2019,Highland Circuit Court
Hon. Joel R. Branscom,2019,Highland Circuit Court
Hon. Anita D. Filson,2019,Highland Circuit Court
Hon. W. Chapman Goodwin,2019,Highland Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2012,Brunswick Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2017,Clarke Circuit Court
"Hon. Clifford Lynwood Athey Jr., Chief Judge",2017,Clarke Circuit Court
Hon. Bruce D. Albertson,2017,Clarke Circuit Court
Hon. Neil Randolph Bryant,2017,Clarke Circuit Court
Hon. Dennis Lee Hupp,2017,Clarke Circuit Court
Hon. Ronald Lewis Napier,2017,Clarke Circuit Court
Hon. Clark Andrew Ritchie,2017,Clarke Circuit Court
Hon. Thomas J. Wilson IV,2017,Clarke Circuit Court
"Hon. Richard E. Moore, Presiding Judge",2017,Fluvanna Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2017,Fluvanna Circuit Court
Hon. Daniel R. Bouton,2017,Fluvanna Circuit Court
Hon. Cheryl V. Higgins,2017,Fluvanna Circuit Court
Hon. Susan L. Whitlock,2017,Fluvanna Circuit Court
"Hon. Michael S. Irvine, Presiding Judge",2014,Buena Vista Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2014,Buena Vista Circuit Court
Hon. Victor V. Ludwig,2014,Buena Vista Circuit Court
Hon. Charles L. Ricketts III,2014,Buena Vista Circuit Court
"Hon. Richard E. Moore, Presiding Judge",2015,Charlottesville Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2015,Charlottesville Circuit Court
Hon. Daniel R. Bouton,2015,Charlottesville Circuit Court
Hon. Cheryl V. Higgins,2015,Charlottesville Circuit Court
Hon. Susan L. Whitlock,2015,Charlottesville Circuit Court
"Hon. Josiah T. Showalter Jr., Presiding Judge",2012,Bland Circuit Court
"Hon. Robert M. D. Turk, Chief Judge",2012,Bland Circuit Court
Hon. Brett L. Geisler,2012,Bland Circuit Court
Hon. Colin R. Gibb,2012,Bland Circuit Court
"Hon. Gordon F. Willis, Presiding Judge",2017,Fredericksburg Circuit Court
"Hon. J. Overton Harris, Chief Judge",2017,Fredericksburg Circuit Court
Hon. Sarah L. Deneke,2017,Fredericksburg Circuit Court
Hon. Joseph J. Ellis,2017,Fredericksburg Circuit Court
Hon. Herbert M. Hewitt,2017,Fredericksburg Circuit Court
Hon. Patricia Kelly,2017,Fredericksburg Circuit Court
Hon. Michael E. Levy,2017,Fredericksburg Circuit Court
Hon. R. Michael McKenney,2017,Fredericksburg Circuit Court
Hon. Ricardo Rigual,2017,Fredericksburg Circuit Court
Hon. Charles S. Sharp,2017,Fredericksburg Circuit Court
Hon. Victoria A. B. Willis,2017,Fredericksburg Circuit Court
"Hon. Brett L. Geisler, Presiding Judge",2016,Carroll Circuit Court
"Hon. Josiah T. Showalter Jr., Chief Judge",2016,Carroll Circuit Court
Hon. Bradley W. Finch,2016,Carroll Circuit Court
Hon. H. Lee Harrell,2016,Carroll Circuit Court
Hon. Marcus H. Long Jr.,2016,Carroll Circuit Court
Hon. Robert M. D. Turk,2016,Carroll Circuit Court
"Hon. Susan L. Whitlock, Presiding Judge",2016,Culpeper Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2016,Culpeper Circuit Court
Hon. Daniel R. Bouton,2016,Culpeper Circuit Court
Hon. Cheryl V. Higgins,2016,Culpeper Circuit Court
Hon. Richard E. Moore,2016,Culpeper Circuit Court
"Hon. F. Patrick Yeatts, Presiding Judge, Chief Judge",2019,Lynchburg Circuit Court
"Hon. R. Edwin Burnette Jr., Presiding Judge",2019,Lynchburg Circuit Court
Hon. John T. Cook,2019,Lynchburg Circuit Court
Hon. Michael T. Garrett,2019,Lynchburg Circuit Court
Hon. James W. Updike Jr.,2019,Lynchburg Circuit Court
"Hon. W. Allan Sharrett, Presiding Judge, Chief Judge",2015,Greensville Circuit Court
Hon. Nathan Curtis Lee,2015,Greensville Circuit Court
"Hon. Richard Y. AtLee Jr., Chief Judge",2015,James City County/Williamsburg Circuit Court
Hon. B. Elliott Bondurant,2015,James City County/Williamsburg Circuit Court
Hon. Michael E. McGinty,2015,James City County/Williamsburg Circuit Court
Hon. Jeffrey W. Shaw,2015,James City County/Williamsburg Circuit Court
"Hon. Henry A. Vanover, Presiding Judge",2015,Dickenson Circuit Court
"Hon. Michael Lee Moore, Chief Judge",2015,Dickenson Circuit Court
Hon. Jack S. Hurley Jr.,2015,Dickenson Circuit Court
Hon. Patrick R. Johnson,2015,Dickenson Circuit Court
Hon. Richard C. Patterson,2015,Dickenson Circuit Court
"Hon. Michael S. Irvine, Presiding Judge",2015,Buena Vista Circuit Court
"Hon. Malfourd W. Trumbo, Chief Judge",2015,Buena Vista Circuit Court
Hon. Victor V. Ludwig,2015,Buena Vista Circuit Court
Hon. Charles L. Ricketts III,2015,Buena Vista Circuit Court
"Hon. Donald Carl Blessing, Presiding Judge",2016,Prince Edward Circuit Court
"Hon. Leslie M. Osborn, Chief Judge",2016,Prince Edward Circuit Court
Hon. S. Anderson Nelson,2016,Prince Edward Circuit Court
Hon. Kimberley S. White,2016,Prince Edward Circuit Court
"Hon. Richard E. Moore, Presiding Judge",2018,Fluvanna Circuit Court
"Hon. Timothy K. Sanner, Chief Judge",2018,Fluvanna Circuit Court
Hon. Dale B. Durrer,2018,Fluvanna Circuit Court
Hon. Cheryl V. Higgins,2018,Fluvanna Circuit Court
Hon. Susan L. Whitlock,2018,Fluvanna Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2018,Clarke Circuit Court
"Hon. Clifford Lynwood Athey Jr., Chief Judge",2018,Clarke Circuit Court
Hon. Bruce D. Albertson,2018,Clarke Circuit Court
Hon. Neil Randolph Bryant,2018,Clarke Circuit Court
