,Court,Last Hearing Date,Court ID
59951,Rockbridge,09/22/2020,163C
59954,Rockbridge,03/03/2020,163C
59955,Rockbridge,02/03/2020,163C
59958,Rockbridge,07/13/2020,163C
59959,Rockbridge,08/31/2020,163C
59971,Rockbridge,09/09/2020,163C
59981,Rockbridge,08/17/2020,163C
59982,Rockbridge,10/28/2020,163C
59983,Rockbridge,12/14/2020,163C
59984,Rockbridge,11/09/2020,163C
59985,Rockbridge,08/25/2020,163C
59986,Rockbridge,11/04/2020,163C
59991,Rockbridge,01/14/2020,163C
59996,Rockbridge,03/16/2020,163C
59997,Rockbridge,11/10/2020,163C
60000,Rockbridge,08/24/2020,163C
60002,Rockbridge,01/23/2020,163C
60003,Rockbridge,10/19/2020,163C
60005,Rockbridge,02/10/2020,163C
60009,Rockbridge,09/21/2020,163C
60013,Rockbridge,09/01/2020,163C
60016,Rockbridge,06/15/2020,163C
60021,Rockbridge,10/27/2020,163C
60022,Rockbridge,12/01/2020,163C
60025,Rockbridge,07/14/2020,163C
60028,Rockbridge,08/18/2020,163C
60029,Rockbridge,03/02/2020,163C
60031,Rockbridge,07/20/2020,163C
60036,Rockbridge,01/13/2020,163C
60039,Rockbridge,10/05/2020,163C
60050,Rockbridge,07/15/2020,163C
60054,Rockbridge,09/15/2020,163C
60064,Rockbridge,10/06/2020,163C
60069,Rockbridge,06/22/2020,163C
60070,Rockbridge,02/24/2020,163C
60072,Rockbridge,09/23/2020,163C
60076,Rockbridge,01/16/2020,163C
60081,Rockbridge,01/28/2020,163C
60087,Rockbridge,08/11/2020,163C
60093,Rockbridge,01/30/2020,163C
60101,Rockbridge,03/09/2020,163C
60113,Rockbridge,02/27/2020,163C
60115,Rockbridge,06/01/2020,163C
60124,Rockbridge,02/13/2020,163C
60129,Rockbridge,12/02/2020,163C
60136,Rockbridge,12/15/2020,163C
60140,Rockbridge,09/14/2020,163C
60164,Rockbridge,12/08/2020,163C
60167,Rockbridge,02/20/2020,163C
60171,Rockbridge,10/13/2020,163C
60209,Rockbridge,11/30/2020,163C
60213,Rockbridge,07/01/2020,163C
60262,Rockbridge,01/07/2020,163C
60265,Rockbridge,10/21/2020,163C
60286,Rockbridge,06/16/2020,163C
60301,Rockbridge,02/04/2020,163C
60305,Rockbridge,06/30/2020,163C
60312,Rockbridge,07/27/2020,163C
60329,Rockbridge,06/02/2020,163C
60336,Rockbridge,03/05/2020,163C
60382,Rockbridge,03/26/2020,163C
60384,Rockbridge,07/06/2020,163C
60398,Rockbridge,02/26/2020,163C
60403,Rockbridge,06/03/2020,163C
60405,Rockbridge,04/16/2020,163C
60413,Rockbridge,11/23/2020,163C
60419,Rockbridge,03/10/2020,163C
60445,Rockbridge,06/08/2020,163C
60455,Rockbridge,08/19/2020,163C
60456,Rockbridge,07/29/2020,163C
60464,Rockbridge,11/24/2020,163C
60497,Rockbridge,12/07/2020,163C
60511,Rockbridge,11/02/2020,163C
60520,Rockbridge,08/03/2020,163C
60547,Rockingham,01/28/2020,165C
60548,Rockingham,08/12/2020,165C
60549,Rockingham,11/18/2020,165C
60551,Rockingham,04/30/2020,165C
60556,Rockingham,12/03/2020,165C
60557,Rockingham,06/30/2020,165C
60558,Rockingham,12/04/2020,165C
60559,Rockingham,07/08/2020,165C
60560,Rockingham,09/23/2020,165C
60561,Rockingham,09/29/2020,165C
60562,Rockingham,04/01/2020,165C
60564,Rockingham,04/10/2020,165C
60565,Rockingham,01/31/2020,165C
60567,Rockingham,08/26/2020,165C
60569,Rockingham,10/19/2020,165C
60570,Rockingham,03/13/2020,165C
60573,Rockingham,03/09/2020,165C
60574,Rockingham,03/30/2020,165C
60576,Rockingham,12/29/2020,165C
60577,Rockingham,10/15/2020,165C
60581,Rockingham,10/08/2020,165C
60582,Rockingham,05/29/2020,165C
60583,Rockingham,11/25/2020,165C
60585,Rockingham,07/29/2020,165C
60586,Rockingham,03/31/2020,165C
60588,Rockingham,06/05/2020,165C
60591,Rockingham,06/16/2020,165C
60592,Rockingham,11/06/2020,165C
60593,Rockingham,09/01/2020,165C
60596,Rockingham,10/02/2020,165C
60597,Rockingham,04/23/2020,165C
60600,Rockingham,01/03/2020,165C
60602,Rockingham,08/13/2020,165C
60607,Rockingham,09/17/2020,165C
60608,Rockingham,12/22/2020,165C
60609,Rockingham,08/06/2020,165C
60610,Rockingham,12/17/2020,165C
60611,Rockingham,12/09/2020,165C
60619,Rockingham,06/18/2020,165C
60620,Rockingham,10/16/2020,165C
60622,Rockingham,11/17/2020,165C
60623,Rockingham,06/01/2020,165C
60627,Rockingham,10/23/2020,165C
60629,Rockingham,04/20/2020,165C
60633,Rockingham,02/25/2020,165C
60636,Rockingham,04/08/2020,165C
60637,Rockingham,04/03/2020,165C
60639,Rockingham,01/06/2020,165C
60640,Rockingham,04/13/2020,165C
60642,Rockingham,05/21/2020,165C
60644,Rockingham,08/19/2020,165C
60645,Rockingham,12/10/2020,165C
60654,Rockingham,08/05/2020,165C
60655,Rockingham,07/23/2020,165C
60656,Rockingham,01/10/2020,165C
60662,Rockingham,10/30/2020,165C
60664,Rockingham,07/31/2020,165C
60666,Rockingham,04/24/2020,165C
60671,Rockingham,01/29/2020,165C
60673,Rockingham,04/14/2020,165C
60675,Rockingham,02/14/2020,165C
60676,Rockingham,01/07/2020,165C
60677,Rockingham,11/16/2020,165C
60678,Rockingham,03/02/2020,165C
60679,Rockingham,03/04/2020,165C
60680,Rockingham,01/13/2020,165C
60682,Rockingham,12/08/2020,165C
60684,Rockingham,02/18/2020,165C
60686,Rockingham,07/20/2020,165C
60687,Rockingham,04/15/2020,165C
60688,Rockingham,07/06/2020,165C
60689,Rockingham,03/27/2020,165C
60691,Rockingham,04/16/2020,165C
60695,Rockingham,04/07/2020,165C
60704,Rockingham,08/24/2020,165C
60705,Rockingham,01/15/2020,165C
60708,Rockingham,11/02/2020,165C
60711,Rockingham,04/02/2020,165C
60715,Rockingham,07/17/2020,165C
60721,Rockingham,03/03/2020,165C
60723,Rockingham,07/13/2020,165C
60742,Rockingham,09/04/2020,165C
60744,Rockingham,05/27/2020,165C
60749,Rockingham,01/02/2020,165C
60750,Rockingham,06/10/2020,165C
60752,Rockingham,10/21/2020,165C
60754,Rockingham,10/14/2020,165C
60755,Rockingham,03/20/2020,165C
60758,Rockingham,10/09/2020,165C
60760,Rockingham,10/20/2020,165C
60764,Rockingham,10/26/2020,165C
60765,Rockingham,02/19/2020,165C
60775,Rockingham,08/17/2020,165C
60784,Rockingham,05/28/2020,165C
60790,Rockingham,12/23/2020,165C
60791,Rockingham,11/23/2020,165C
60795,Rockingham,10/01/2020,165C
60799,Rockingham,07/21/2020,165C
60801,Rockingham,12/07/2020,165C
60802,Rockingham,05/20/2020,165C
60803,Rockingham,12/15/2020,165C
60805,Rockingham,04/21/2020,165C
60807,Rockingham,11/19/2020,165C
60808,Rockingham,05/01/2020,165C
60812,Rockingham,08/31/2020,165C
60816,Rockingham,05/06/2020,165C
60819,Rockingham,11/24/2020,165C
60825,Rockingham,09/22/2020,165C
60841,Rockingham,07/22/2020,165C
60845,Rockingham,12/11/2020,165C
60846,Rockingham,02/13/2020,165C
60854,Rockingham,12/28/2020,165C
60863,Rockingham,11/04/2020,165C
60864,Rockingham,02/04/2020,165C
60878,Rockingham,02/21/2020,165C
60880,Rockingham,09/25/2020,165C
60883,Rockingham,03/16/2020,165C
60889,Rockingham,08/20/2020,165C
60890,Rockingham,08/18/2020,165C
60903,Rockingham,02/28/2020,165C
60920,Rockingham,09/08/2020,165C
60921,Rockingham,09/30/2020,165C
60923,Rockingham,06/12/2020,165C
60938,Rockingham,06/15/2020,165C
60949,Rockingham,08/04/2020,165C
60955,Rockingham,12/18/2020,165C
60959,Rockingham,03/18/2020,165C
60974,Rockingham,04/28/2020,165C
60975,Rockingham,03/06/2020,165C
60993,Rockingham,05/26/2020,165C
60999,Rockingham,02/03/2020,165C
61004,Rockingham,05/07/2020,165C
61005,Rockingham,11/10/2020,165C
61007,Rockingham,06/03/2020,165C
61008,Rockingham,06/11/2020,165C
61028,Rockingham,02/07/2020,165C
61029,Rockingham,09/02/2020,165C
61031,Rockingham,01/21/2020,165C
61032,Rockingham,06/19/2020,165C
61033,Rockingham,03/19/2020,165C
61036,Rockingham,04/27/2020,165C
61038,Rockingham,03/01/2020,165C
61039,Rockingham,10/29/2020,165C
61053,Rockingham,12/21/2020,165C
61054,Rockingham,07/30/2020,165C
61055,Rockingham,09/24/2020,165C
61061,Rockingham,05/11/2020,165C
61066,Rockingham,03/23/2020,165C
61067,Rockingham,04/06/2020,165C
61085,Rockingham,09/21/2020,165C
61093,Rockingham,01/24/2020,165C
61101,Rockingham,06/26/2020,165C
61113,Rockingham,06/29/2020,165C
61114,Rockingham,01/09/2020,165C
61118,Rockingham,08/14/2020,165C
61132,Rockingham,06/24/2020,165C
61163,Rockingham,09/16/2020,165C
61168,Rockingham,05/22/2020,165C
61171,Rockingham,05/14/2020,165C
61181,Rockingham,03/11/2020,165C
61184,Rockingham,07/24/2020,165C
61187,Rockingham,04/17/2020,165C
61192,Rockingham,02/27/2020,165C
61193,Rockingham,09/03/2020,165C
61209,Rockingham,08/07/2020,165C
61221,Rockingham,07/02/2020,165C
61226,Rockingham,05/19/2020,165C
61237,Rockingham,06/02/2020,165C
61243,Rockingham,07/01/2020,165C
61262,Rockingham,09/28/2020,165C
61267,Rockingham,07/27/2020,165C
61284,Rockingham,07/10/2020,165C
61299,Rockingham,07/15/2020,165C
61305,Rockingham,02/24/2020,165C
61313,Rockingham,05/05/2020,165C
61320,Rockingham,11/13/2020,165C
61321,Rockingham,11/12/2020,165C
61323,Rockingham,01/30/2020,165C
61325,Rockingham,08/27/2020,165C
61335,Rockingham,01/23/2020,165C
61346,Rockingham,03/25/2020,165C
61351,Rockingham,09/15/2020,165C
61361,Rockingham,04/22/2020,165C
61367,Rockingham,02/26/2020,165C
61376,Rockingham,07/28/2020,165C
61377,Rockingham,07/09/2020,165C
61390,Rockingham,11/05/2020,165C
61395,Rockingham,10/28/2020,165C
61407,Rockingham,05/18/2020,165C
61420,Rockingham,08/03/2020,165C
61442,Rockingham,06/22/2020,165C
61452,Rockingham,06/04/2020,165C
61458,Rockingham,09/18/2020,165C
61459,Rockingham,06/17/2020,165C
61478,Rockingham,01/08/2020,165C
61493,Rockingham,10/07/2020,165C
61523,Rockingham,06/25/2020,165C
61538,Rockingham,07/16/2020,165C
61556,Rockingham,05/08/2020,165C
61560,Rockingham,10/05/2020,165C
61571,Rockingham,03/10/2020,165C
61578,Rockingham,11/30/2020,165C
61610,Rockingham,03/05/2020,165C
61611,Rockingham,06/09/2020,165C
61623,Rockingham,08/28/2020,165C
61628,Rockingham,08/25/2020,165C
61653,Rockingham,02/20/2020,165C
61682,Rockingham,12/01/2020,165C
61687,Rockingham,02/05/2020,165C
61713,Rockingham,03/26/2020,165C
61720,Rockingham,01/14/2020,165C
61739,Rockingham,09/09/2020,165C
61762,Rockingham,01/27/2020,165C
61772,Rockingham,12/30/2020,165C
61792,Rockingham,07/07/2020,165C
61810,Rockingham,03/12/2020,165C
61820,Rockingham,09/14/2020,165C
61840,Rockingham,10/22/2020,165C
61880,Rockingham,02/11/2020,165C
61922,Rockingham,05/04/2020,165C
61929,Rockingham,10/06/2020,165C
61941,Rockingham,02/12/2020,165C
61945,Rockingham,10/27/2020,165C
61976,Rockingham,01/16/2020,165C
62005,Rockingham,08/21/2020,165C
62348,Rockingham,04/09/2020,165C
62364,Russell,01/09/2020,167C
62366,Russell,10/22/2020,167C
62371,Russell,08/18/2020,167C
62373,Russell,11/17/2020,167C
62375,Russell,05/21/2020,167C
62377,Russell,07/14/2020,167C
62378,Russell,01/14/2020,167C
62379,Russell,02/27/2020,167C
62381,Russell,05/19/2020,167C
62382,Russell,03/10/2020,167C
62383,Russell,02/18/2020,167C
62384,Russell,08/24/2020,167C
62385,Russell,10/27/2020,167C
62387,Russell,06/11/2020,167C
62389,Russell,04/02/2020,167C
62391,Russell,01/27/2020,167C
62393,Russell,05/14/2020,167C
62397,Russell,02/13/2020,167C
62403,Russell,08/27/2020,167C
62416,Russell,10/08/2020,167C
62421,Russell,12/15/2020,167C
62429,Russell,03/12/2020,167C
62430,Russell,06/30/2020,167C
62437,Russell,04/28/2020,167C
62441,Russell,01/23/2020,167C
62449,Russell,06/02/2020,167C
62453,Russell,09/15/2020,167C
62455,Russell,01/21/2020,167C
62465,Russell,07/23/2020,167C
62469,Russell,09/29/2020,167C
62471,Russell,01/02/2020,167C
62481,Russell,12/22/2020,167C
62487,Russell,02/24/2020,167C
62497,Russell,12/10/2020,167C
62498,Russell,02/25/2020,167C
62501,Russell,06/09/2020,167C
62511,Russell,11/05/2020,167C
62530,Russell,03/03/2020,167C
62531,Russell,03/24/2020,167C
62532,Russell,01/07/2020,167C
62541,Russell,05/28/2020,167C
62552,Russell,12/01/2020,167C
62556,Russell,10/06/2020,167C
62568,Russell,12/29/2020,167C
62569,Russell,09/01/2020,167C
62570,Russell,09/28/2020,167C
62574,Russell,07/09/2020,167C
62581,Russell,09/08/2020,167C
62593,Russell,08/20/2020,167C
62596,Russell,07/07/2020,167C
62597,Russell,09/24/2020,167C
62619,Russell,01/28/2020,167C
62643,Russell,06/23/2020,167C
62646,Russell,10/29/2020,167C
62648,Russell,02/04/2020,167C
62649,Russell,10/13/2020,167C
62652,Russell,03/19/2020,167C
62661,Russell,08/25/2020,167C
62681,Russell,04/09/2020,167C
62696,Russell,05/26/2020,167C
62707,Russell,12/02/2020,167C
62764,Russell,04/21/2020,167C
62838,Russell,09/10/2020,167C
62857,Russell,06/04/2020,167C
62895,Russell,07/21/2020,167C
62991,Russell,03/31/2020,167C
63099,Russell,06/29/2020,167C
63100,Russell,07/22/2020,167C
63119,Russell,07/28/2020,167C
63152,Russell,09/17/2020,167C
63169,Russell,12/04/2020,167C
63278,Russell,06/20/2020,167C
63316,Salem,01/22/2020,775C
63317,Salem,07/29/2020,775C
63318,Salem,05/27/2020,775C
63319,Salem,10/15/2020,775C
63322,Salem,07/31/2020,775C
63323,Salem,08/06/2020,775C
63324,Salem,11/20/2020,775C
63325,Salem,07/10/2020,775C
63328,Salem,02/19/2020,775C
63330,Salem,09/18/2020,775C
63333,Salem,12/11/2020,775C
63338,Salem,12/18/2020,775C
63339,Salem,09/03/2020,775C
63344,Salem,08/26/2020,775C
63347,Salem,11/05/2020,775C
63348,Salem,03/27/2020,775C
63350,Salem,06/12/2020,775C
63352,Salem,03/04/2020,775C
63353,Salem,02/20/2020,775C
63354,Salem,01/29/2020,775C
63355,Salem,04/16/2020,775C
63361,Salem,09/16/2020,775C
63362,Salem,08/28/2020,775C
63363,Salem,11/13/2020,775C
63366,Salem,12/09/2020,775C
63367,Salem,07/08/2020,775C
63370,Salem,03/12/2020,775C
63371,Salem,10/29/2020,775C
63372,Salem,10/01/2020,775C
63375,Salem,04/15/2020,775C
63376,Salem,11/19/2020,775C
63377,Salem,08/19/2020,775C
63378,Salem,01/09/2020,775C
63385,Salem,03/20/2020,775C
63386,Salem,03/19/2020,775C
63388,Salem,06/10/2020,775C
63391,Salem,03/11/2020,775C
63393,Salem,07/17/2020,775C
63395,Salem,05/21/2020,775C
63398,Salem,12/17/2020,775C
63399,Salem,06/03/2020,775C
63404,Salem,08/13/2020,775C
63408,Salem,07/23/2020,775C
63410,Salem,02/05/2020,775C
63412,Salem,01/16/2020,775C
63415,Salem,10/22/2020,775C
63416,Salem,10/28/2020,775C
63417,Salem,07/22/2020,775C
63420,Salem,03/25/2020,775C
63423,Salem,07/09/2020,775C
63425,Salem,02/27/2020,775C
63426,Salem,12/04/2020,775C
63428,Salem,02/13/2020,775C
63433,Salem,10/09/2020,775C
63434,Salem,06/04/2020,775C
63436,Salem,03/13/2020,775C
63437,Salem,06/25/2020,775C
63443,Salem,03/05/2020,775C
63457,Salem,07/15/2020,775C
63463,Salem,01/03/2020,775C
63465,Salem,01/24/2020,775C
63466,Salem,02/12/2020,775C
63469,Salem,10/23/2020,775C
63472,Salem,05/13/2020,775C
63473,Salem,01/31/2020,775C
63474,Salem,01/08/2020,775C
63478,Salem,07/16/2020,775C
63486,Salem,02/06/2020,775C
63487,Salem,07/24/2020,775C
63489,Salem,12/03/2020,775C
63500,Salem,05/15/2020,775C
63501,Salem,02/26/2020,775C
63502,Salem,01/15/2020,775C
63517,Salem,11/12/2020,775C
63518,Salem,10/30/2020,775C
63521,Salem,11/18/2020,775C
63525,Salem,09/17/2020,775C
63526,Salem,12/10/2020,775C
63528,Salem,09/04/2020,775C
63537,Salem,10/08/2020,775C
63542,Salem,08/27/2020,775C
63545,Salem,05/29/2020,775C
63577,Salem,08/05/2020,775C
63581,Salem,05/14/2020,775C
63593,Salem,04/02/2020,775C
63616,Salem,03/26/2020,775C
63617,Salem,09/09/2020,775C
63622,Salem,03/31/2020,775C
63637,Salem,04/30/2020,775C
63665,Salem,09/30/2020,775C
63676,Salem,01/10/2020,775C
63700,Salem,02/21/2020,775C
63705,Salem,07/30/2020,775C
63707,Salem,06/18/2020,775C
63708,Salem,05/20/2020,775C
63720,Salem,04/17/2020,775C
63728,Salem,08/20/2020,775C
63733,Salem,06/11/2020,775C
63735,Scott,05/18/2020,169C
63737,Scott,06/05/2020,169C
63738,Scott,11/24/2020,169C
63740,Scott,11/06/2020,169C
63741,Scott,09/21/2020,169C
63742,Scott,01/09/2020,169C
63746,Scott,01/06/2020,169C
63747,Scott,04/08/2020,169C
63748,Scott,09/09/2020,169C
63749,Scott,06/26/2020,169C
63750,Scott,01/08/2020,169C
63752,Scott,05/22/2020,169C
63756,Scott,08/17/2020,169C
63758,Scott,02/28/2020,169C
63759,Scott,06/04/2020,169C
63771,Scott,10/19/2020,169C
63773,Scott,01/23/2020,169C
63774,Scott,03/06/2020,169C
63781,Scott,11/16/2020,169C
63782,Scott,01/24/2020,169C
63786,Scott,05/01/2020,169C
63796,Scott,03/05/2020,169C
63801,Scott,06/25/2020,169C
63802,Scott,05/28/2020,169C
63806,Scott,02/20/2020,169C
63810,Scott,08/27/2020,169C
63811,Scott,08/20/2020,169C
63838,Scott,01/10/2020,169C
63839,Scott,01/28/2020,169C
63869,Scott,07/08/2020,169C
63878,Scott,01/02/2020,169C
63902,Scott,06/15/2020,169C
63905,Scott,07/28/2020,169C
63908,Scott,07/10/2020,169C
63912,Scott,05/27/2020,169C
63945,Scott,01/03/2020,169C
63950,Scott,03/16/2020,169C
63955,Scott,09/02/2020,169C
63959,Scott,06/10/2020,169C
64004,Scott,12/07/2020,169C
64010,Scott,09/04/2020,169C
64011,Scott,07/23/2020,169C
64014,Scott,10/02/2020,169C
64025,Scott,02/12/2020,169C
64044,Scott,11/18/2020,169C
64049,Scott,12/15/2020,169C
64058,Scott,12/04/2020,169C
64075,Scott,11/05/2020,169C
64080,Scott,10/23/2020,169C
64087,Scott,06/01/2020,169C
64094,Scott,09/03/2020,169C
64096,Scott,12/09/2020,169C
64103,Scott,09/24/2020,169C
64111,Scott,09/11/2020,169C
64117,Scott,08/12/2020,169C
64120,Scott,12/08/2020,169C
64123,Scott,10/14/2020,169C
64128,Scott,02/27/2020,169C
64146,Scott,01/16/2020,169C
64156,Scott,08/06/2020,169C
64170,Scott,12/03/2020,169C
64182,Scott,07/20/2020,169C
64188,Scott,07/17/2020,169C
64197,Scott,08/28/2020,169C
64207,Scott,10/22/2020,169C
64212,Scott,03/03/2020,169C
64223,Scott,04/13/2020,169C
64230,Scott,05/07/2020,169C
64244,Scott,08/07/2020,169C
64274,Scott,01/14/2020,169C
64308,Scott,02/07/2020,169C
64328,Scott,10/28/2020,169C
64330,Scott,02/19/2020,169C
64343,Scott,03/10/2020,169C
64358,Scott,04/20/2020,169C
64361,Scott,12/18/2020,169C
64363,Scott,05/14/2020,169C
64433,Scott,05/19/2020,169C
64435,Scott,11/13/2020,169C
64468,Scott,08/21/2020,169C
64472,Scott,04/24/2020,169C
64527,Scott,03/02/2020,169C
64529,Scott,09/30/2020,169C
64572,Scott,02/06/2020,169C
64604,Scott,12/02/2020,169C
64675,Scott,11/04/2020,169C
64691,Scott,09/29/2020,169C
64710,Scott,07/06/2020,169C
64717,Scott,01/07/2020,169C
64801,Scott,03/11/2020,169C
64805,Scott,07/02/2020,169C
64874,Scott,04/23/2020,169C
64977,Scott,02/14/2020,169C
65037,Scott,03/26/2020,169C
65075,Shenandoah,10/28/2020,171C
65077,Shenandoah,04/22/2020,171C
65078,Shenandoah,06/15/2020,171C
65079,Shenandoah,06/05/2020,171C
65080,Shenandoah,06/24/2020,171C
65082,Shenandoah,07/08/2020,171C
65084,Shenandoah,09/01/2020,171C
65085,Shenandoah,08/20/2020,171C
65086,Shenandoah,02/11/2020,171C
65088,Shenandoah,07/17/2020,171C
65092,Shenandoah,01/22/2020,171C
65096,Shenandoah,07/10/2020,171C
65097,Shenandoah,02/05/2020,171C
65098,Shenandoah,02/26/2020,171C
65099,Shenandoah,04/15/2020,171C
65102,Shenandoah,09/16/2020,171C
65108,Shenandoah,05/20/2020,171C
65109,Shenandoah,12/11/2020,171C
65113,Shenandoah,10/09/2020,171C
65126,Shenandoah,04/09/2020,171C
65127,Shenandoah,10/07/2020,171C
65128,Shenandoah,12/09/2020,171C
65132,Shenandoah,10/14/2020,171C
65134,Shenandoah,05/29/2020,171C
65142,Shenandoah,09/23/2020,171C
65156,Shenandoah,01/10/2020,171C
65157,Shenandoah,11/06/2020,171C
65163,Shenandoah,06/10/2020,171C
65164,Shenandoah,10/15/2020,171C
65166,Shenandoah,12/02/2020,171C
65170,Shenandoah,01/31/2020,171C
65178,Shenandoah,08/12/2020,171C
65182,Shenandoah,10/21/2020,171C
65183,Shenandoah,04/29/2020,171C
65186,Shenandoah,06/03/2020,171C
65188,Shenandoah,03/04/2020,171C
65194,Shenandoah,01/30/2020,171C
65199,Shenandoah,08/05/2020,171C
65202,Shenandoah,12/04/2020,171C
65211,Shenandoah,07/01/2020,171C
65219,Shenandoah,07/29/2020,171C
65229,Shenandoah,01/03/2020,171C
65236,Shenandoah,03/11/2020,171C
65246,Shenandoah,08/19/2020,171C
65247,Shenandoah,09/02/2020,171C
65250,Shenandoah,05/15/2020,171C
65260,Shenandoah,01/15/2020,171C
65265,Shenandoah,10/02/2020,171C
65268,Shenandoah,12/18/2020,171C
65277,Shenandoah,01/08/2020,171C
65287,Shenandoah,02/14/2020,171C
65289,Shenandoah,09/04/2020,171C
65291,Shenandoah,09/09/2020,171C
65294,Shenandoah,08/17/2020,171C
65301,Shenandoah,04/01/2020,171C
65306,Shenandoah,10/16/2020,171C
65308,Shenandoah,02/12/2020,171C
65314,Shenandoah,04/10/2020,171C
65324,Shenandoah,12/30/2020,171C
65339,Shenandoah,04/11/2020,171C
65359,Shenandoah,02/19/2020,171C
65360,Shenandoah,09/21/2020,171C
65368,Shenandoah,11/18/2020,171C
65374,Shenandoah,05/01/2020,171C
65383,Shenandoah,06/17/2020,171C
65385,Shenandoah,01/21/2020,171C
65386,Shenandoah,01/29/2020,171C
65416,Shenandoah,09/30/2020,171C
65421,Shenandoah,02/24/2020,171C
65451,Shenandoah,02/07/2020,171C
65488,Shenandoah,01/24/2020,171C
65514,Shenandoah,08/07/2020,171C
65520,Shenandoah,08/28/2020,171C
65522,Shenandoah,03/06/2020,171C
65633,Shenandoah,07/15/2020,171C
65645,Shenandoah,07/22/2020,171C
65697,Shenandoah,10/26/2020,171C
65714,Smyth,11/12/2020,173C
65715,Smyth,11/10/2020,173C
65716,Smyth,04/10/2020,173C
65717,Smyth,01/02/2020,173C
65718,Smyth,08/06/2020,173C
65720,Smyth,12/07/2020,173C
65721,Smyth,08/25/2020,173C
65723,Smyth,06/28/2020,173C
65724,Smyth,06/02/2020,173C
65725,Smyth,06/16/2020,173C
65726,Smyth,10/24/2020,173C
65728,Smyth,12/12/2020,173C
65729,Smyth,02/21/2020,173C
65731,Smyth,10/01/2020,173C
65732,Smyth,10/05/2020,173C
65733,Smyth,05/06/2020,173C
65735,Smyth,03/10/2020,173C
65739,Smyth,01/23/2020,173C
65740,Smyth,07/14/2020,173C
65742,Smyth,04/15/2020,173C
65743,Smyth,07/02/2020,173C
65746,Smyth,07/13/2020,173C
65747,Smyth,11/24/2020,173C
65748,Smyth,03/16/2020,173C
65750,Smyth,11/19/2020,173C
65751,Smyth,09/24/2020,173C
65752,Smyth,02/03/2020,173C
65754,Smyth,08/18/2020,173C
65756,Smyth,09/03/2020,173C
65757,Smyth,12/10/2020,173C
65758,Smyth,11/05/2020,173C
65759,Smyth,09/01/2020,173C
65760,Smyth,02/25/2020,173C
65767,Smyth,12/01/2020,173C
65771,Smyth,10/08/2020,173C
65773,Smyth,08/03/2020,173C
65775,Smyth,12/14/2020,173C
65776,Smyth,08/27/2020,173C
65777,Smyth,08/11/2020,173C
65778,Smyth,12/22/2020,173C
65779,Smyth,04/30/2020,173C
65780,Smyth,10/06/2020,173C
65786,Smyth,02/02/2020,173C
65787,Smyth,11/17/2020,173C
65789,Smyth,05/21/2020,173C
65791,Smyth,07/28/2020,173C
65792,Smyth,06/08/2020,173C
65797,Smyth,01/14/2020,173C
65799,Smyth,04/14/2020,173C
65800,Smyth,09/08/2020,173C
65802,Smyth,04/16/2020,173C
65804,Smyth,08/04/2020,173C
65807,Smyth,09/14/2020,173C
65809,Smyth,08/10/2020,173C
65811,Smyth,09/11/2020,173C
65813,Smyth,03/05/2020,173C
65817,Smyth,02/11/2020,173C
65820,Smyth,07/16/2020,173C
65821,Smyth,03/02/2020,173C
65836,Smyth,06/27/2020,173C
65838,Smyth,01/16/2020,173C
65841,Smyth,06/30/2020,173C
65863,Smyth,01/08/2020,173C
65867,Smyth,04/01/2020,173C
65869,Smyth,07/23/2020,173C
65870,Smyth,03/12/2020,173C
65873,Smyth,05/02/2020,173C
65874,Smyth,11/02/2020,173C
65876,Smyth,01/09/2020,173C
65878,Smyth,06/11/2020,173C
65879,Smyth,11/15/2020,173C
65883,Smyth,03/26/2020,173C
65892,Smyth,06/01/2020,173C
65893,Smyth,06/18/2020,173C
65894,Smyth,01/06/2020,173C
65900,Smyth,02/07/2020,173C
65905,Smyth,09/22/2020,173C
65912,Smyth,02/20/2020,173C
65913,Smyth,02/06/2020,173C
65921,Smyth,08/16/2020,173C
65923,Smyth,08/15/2020,173C
65926,Smyth,05/18/2020,173C
65927,Smyth,02/27/2020,173C
65932,Smyth,12/08/2020,173C
65940,Smyth,10/15/2020,173C
65951,Smyth,04/22/2020,173C
65956,Smyth,09/10/2020,173C
65966,Smyth,12/15/2020,173C
65968,Smyth,04/29/2020,173C
65978,Smyth,08/14/2020,173C
65979,Smyth,05/27/2020,173C
65981,Smyth,09/09/2020,173C
65983,Smyth,04/21/2020,173C
65985,Smyth,09/29/2020,173C
65991,Smyth,04/07/2020,173C
65994,Smyth,10/04/2020,173C
65995,Smyth,02/14/2020,173C
65997,Smyth,10/22/2020,173C
65999,Smyth,01/13/2020,173C
66007,Smyth,03/03/2020,173C
66012,Smyth,07/06/2020,173C
66043,Smyth,03/22/2020,173C
66073,Smyth,05/13/2020,173C
66094,Smyth,02/13/2020,173C
66095,Smyth,01/27/2020,173C
66097,Smyth,08/20/2020,173C
66098,Smyth,01/21/2020,173C
66107,Smyth,08/13/2020,173C
66109,Smyth,02/18/2020,173C
66116,Smyth,05/19/2020,173C
66123,Smyth,10/13/2020,173C
66132,Smyth,07/03/2020,173C
66134,Smyth,11/06/2020,173C
66143,Smyth,01/22/2020,173C
66146,Smyth,07/31/2020,173C
66162,Smyth,01/04/2020,173C
66163,Smyth,05/07/2020,173C
66164,Smyth,11/08/2020,173C
66166,Smyth,03/23/2020,173C
66194,Smyth,12/03/2020,173C
66201,Smyth,07/20/2020,173C
