Judge Full Name,Year,Court Name,Judge
John R Cullen,2002,Goochland,JRC
Edward L Hogshire,2002,Goochland,ELH
Paul M Peatross ,2002,Goochland,PMP
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
J W Haley ,2001,Northumberland,JWH
W H Ledbetter ,2001,Northumberland,WHL
J E Spruill ,2001,Northumberland,JES
J W Scott ,2001,Northumberland,JWS
H A Revercomb ,2001,Northumberland,HAR
A H Simpson,2001,Northumberland,AHS
J R Alderman,2001,Northumberland,JRA
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
J S Johnston ,2000,Lynchburg,JSJ
R S Miller,2000,Lynchburg,RSM
M G Perrow ,2000,Lynchburg,MGP
J M Gamble,2000,Lynchburg,JMG
J W Updike ,2000,Lynchburg,JWU
Robert C Wrenn,2002,Greensville,RCW
Robert G OHara ,2002,Greensville,RGO
James A Luke,2002,Greensville,JAL
Betsy B Woolridge,2002,Williamsburg/James City County,BBW
Samuel T Powell ,2002,Williamsburg/James City County,STP
Thomas B Hoover,2002,Williamsburg/James City County,TBH
William H Shaw ,2002,Williamsburg/James City County,WHS
N Prentis Smiley ,2002,Williamsburg/James City County,NPS
Allan C Burke,2002,Montgomery,ACB
Ray Wilson Grubbs,2002,Montgomery,RWG
Robert M D Turk,2002,Montgomery,RMDT
J Colin Campbell Sr,2002,Montgomery,JCCS
Colin R Gibb,2002,Montgomery,CRG
Duane E Mink,2002,Montgomery,DEM
Gordon F Willis ,2021,Fredericksburg,GFW
Sarah L Deneke ,2021,Fredericksburg,SLD
William E Glover,2021,Fredericksburg,WEG
John Overton Harris,2021,Fredericksburg,JOH
Herbert M Hewitt,2021,Fredericksburg,HMH
Patricia Kelly,2021,Fredericksburg,PK
Michael E Levy,2021,Fredericksburg,MEL
Roy Michael McKenney,2021,Fredericksburg,RMM
Ricardo Rigual,2021,Fredericksburg,RR
James Bruce Strickland,2021,Fredericksburg,JBS
Victoria A B Willis,2021,Fredericksburg,VABW
Deborah F Longest,2004,King and Queen,DFL
Thomas B Hoover,2004,King and Queen,TBH
William H Shaw ,2004,King and Queen,WHS
Samuel T Powell ,2004,King and Queen,STP
N Prentis Smiley ,2004,King and Queen,NPS
Sue K Dudley,2004,Highland,SKD
Thomas H Wood,2004,Highland,THW
Humes J Franklin ,2004,Highland,HJF
Malfourd W Trumbo,2004,Highland,MWT
Gary M Clemens,2002,Loudoun,GMC
Thomas D Horne,2002,Loudoun,TDH
James H Chamblin,2002,Loudoun,JHC
Burke F McCahill,2002,Loudoun,BFM
Jeffrey W Parker,2002,Loudoun,JWP
Lee Grubbs Turner,2002,Goochland,LGT
F Ward Harkrader ,2002,Goochland,FWH
Daniel R Bouton,2002,Goochland,DRB
John R Cullen,2002,Goochland,JRC
Edward L Hogshire,2002,Goochland,ELH
Paul M Peatross ,2002,Goochland,PMP
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
J S Johnston ,2000,Lynchburg,JSJ
R S Miller,2000,Lynchburg,RSM
M G Perrow ,2000,Lynchburg,MGP
J M Gamble,2000,Lynchburg,JMG
J W Updike ,2000,Lynchburg,JWU
Robert C Wrenn,2002,Greensville,RCW
Robert G OHara ,2002,Greensville,RGO
James A Luke,2002,Greensville,JAL
Allan C Burke,2002,Montgomery,ACB
Ray Wilson Grubbs,2002,Montgomery,RWG
Robert M D Turk,2002,Montgomery,RMDT
J Colin Campbell Sr,2002,Montgomery,JCCS
Colin R Gibb,2002,Montgomery,CRG
Duane E Mink,2002,Montgomery,DEM
Deborah F Longest,2004,King and Queen,DFL
Thomas B Hoover,2004,King and Queen,TBH
William H Shaw ,2004,King and Queen,WHS
Samuel T Powell ,2004,King and Queen,STP
N Prentis Smiley ,2004,King and Queen,NPS
Betsy B Woolridge,2002,Williamsburg/James City County,BBW
Samuel T Powell ,2002,Williamsburg/James City County,STP
Thomas B Hoover,2002,Williamsburg/James City County,TBH
William H Shaw ,2002,Williamsburg/James City County,WHS
N Prentis Smiley ,2002,Williamsburg/James City County,NPS
J W Haley ,2001,Northumberland,JWH
W H Ledbetter ,2001,Northumberland,WHL
J E Spruill ,2001,Northumberland,JES
J W Scott ,2001,Northumberland,JWS
H A Revercomb ,2001,Northumberland,HAR
A H Simpson,2001,Northumberland,AHS
J R Alderman,2001,Northumberland,JRA
Sue K Dudley,2004,Highland,SKD
Thomas H Wood,2004,Highland,THW
Humes J Franklin ,2004,Highland,HJF
George E Honts ,2004,Highland,GEH
W S Robertson,2002,Loudoun,WSR
T D Horne,2002,Loudoun,TDH
J H Chamblin,2002,Loudoun,JHC
B F McCahill,2002,Loudoun,BFM
John R Cullen,2006,Fluvanna,JRC
Paul M Peatross ,2006,Fluvanna,PMP
Daniel R Bouton,2006,Fluvanna,DRB
Edward L Hogshire,2006,Fluvanna,ELH
Timothy K Sanner,2006,Fluvanna,TKS
Lee Grubbs Turner,2002,Goochland,LGT
F Ward Harkrader ,2002,Goochland,FWH
Daniel R Bouton,2002,Goochland,DRB
John R Cullen,2002,Goochland,JRC
Edward L Hogshire,2002,Goochland,ELH
Paul M Peatross ,2002,Goochland,PMP
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
Henry A anover,2006,Dickenson,HAa
Michael Lee Moore,2006,Dickenson,MLM
Teresa M Chafin,2006,Dickenson,TMC
Keary R Williams,2006,Dickenson,KRW
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
Robert C Wrenn,2002,Greensville,RCW
Robert G OHara ,2002,Greensville,RGO
James A Luke,2002,Greensville,JAL
R W Grubbs,2002,Montgomery,RWG
C R Gibb,2002,Montgomery,CRG
D E Mink,2002,Montgomery,DEM
J C Campbell,2002,Montgomery,JCC
R M D Turk,2002,Montgomery,RMDT
Deborah F Longest,2004,King and Queen,DFL
Thomas B Hoover,2004,King and Queen,TBH
William H Shaw ,2004,King and Queen,WHS
Samuel T Powell ,2004,King and Queen,STP
N Prentis Smiley ,2004,King and Queen,NPS
Betsy B Woolridge,2002,Williamsburg/James City County,BBW
Samuel T Powell ,2002,Williamsburg/James City County,STP
Thomas B Hoover,2002,Williamsburg/James City County,TBH
William H Shaw ,2002,Williamsburg/James City County,WHS
N Prentis Smiley ,2002,Williamsburg/James City County,NPS
J W Haley ,2000,Northumberland,JWH
W H Ledbetter ,2000,Northumberland,WHL
J E Spruill ,2000,Northumberland,JES
J W Scott ,2000,Northumberland,JWS
H A Revercomb ,2000,Northumberland,HAR
A H Simpson,2000,Northumberland,AHS
J R Alderman,2000,Northumberland,JRA
W S Robertson,2002,Loudoun,WSR
T D Horne,2002,Loudoun,TDH
J H Chamblin,2002,Loudoun,JHC
B F McCahill,2002,Loudoun,BFM
Sue K Dudley,2003,Highland,SKD
Thomas H Wood,2003,Highland,THW
Humes J Franklin ,2003,Highland,HJF
George E Honts ,2003,Highland,GEH
Bouson E Peterson ,2005,Fluvanna,BEP
John R Cullen,2005,Fluvanna,JRC
Daniel R Bouton,2005,Fluvanna,DRB
Edward L Hogshire,2005,Fluvanna,ELH
Paul M Peatross ,2005,Fluvanna,PMP
Timothy K Sanner,2005,Fluvanna,TKS
John R Cullen,2007,Fluvanna,JRC
Timothy K Sanner,2007,Fluvanna,TKS
Daniel R Bouton,2007,Fluvanna,DRB
Cheryl  Higgins,2007,Fluvanna,CH
Edward L Hogshire,2007,Fluvanna,ELH
Lee Grubbs Turner,2002,Goochland,LGT
F Ward Harkrader ,2002,Goochland,FWH
Daniel R Bouton,2002,Goochland,DRB
John R Cullen,2002,Goochland,JRC
Edward L Hogshire,2002,Goochland,ELH
Paul M Peatross ,2002,Goochland,PMP
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
Henry A anover,2007,Dickenson,HAa
Michael Lee Moore,2007,Dickenson,MLM
Teresa M Chafin,2007,Dickenson,TMC
Keary R Williams,2007,Dickenson,KRW
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
John R Cullen,2006,Culpeper,JRC
Paul M Peatross ,2006,Culpeper,PMP
Daniel R Bouton,2006,Culpeper,DRB
Edward L Hogshire,2006,Culpeper,ELH
Timothy K Sanner,2006,Culpeper,TKS
R G OHara ,2002,Greensville,RGO
J A Luke,2002,Greensville,JAL
Betsy B Woolridge,2002,Williamsburg/James City County,BBW
Samuel T Powell ,2002,Williamsburg/James City County,STP
Thomas B Hoover,2002,Williamsburg/James City County,TBH
William H Shaw ,2002,Williamsburg/James City County,WHS
N Prentis Smiley ,2002,Williamsburg/James City County,NPS
W S Robertson,2001,Loudoun,WSR
T D Horne,2001,Loudoun,TDH
J H Chamblin,2001,Loudoun,JHC
B F McCahill,2001,Loudoun,BFM
R W Grubbs,2001,Montgomery,RWG
C R Gibb,2001,Montgomery,CRG
D E Mink,2001,Montgomery,DEM
J C Campbell,2001,Montgomery,JCC
R M D Turk,2001,Montgomery,RMDT
J W Haley ,2000,Northumberland,JWH
W H Ledbetter ,2000,Northumberland,WHL
J E Spruill ,2000,Northumberland,JES
J W Scott ,2000,Northumberland,JWS
H A Revercomb ,2000,Northumberland,HAR
A H Simpson,2000,Northumberland,AHS
J R Alderman,2000,Northumberland,JRA
Bouson E Peterson ,2004,Fluvanna,BEP
John R Cullen,2004,Fluvanna,JRC
Daniel R Bouton,2004,Fluvanna,DRB
Edward L Hogshire,2004,Fluvanna,ELH
Paul M Peatross ,2004,Fluvanna,PMP
Timothy K Sanner,2004,Fluvanna,TKS
Sue K Dudley,2003,Highland,SKD
George E Honts ,2003,Highland,GEH
Thomas H Wood,2003,Highland,THW
Humes J Franklin ,2003,Highland,HJF
Deborah F Longest,2004,King and Queen,DFL
Thomas B Hoover,2004,King and Queen,TBH
William H Shaw ,2004,King and Queen,WHS
Samuel T Powell ,2004,King and Queen,STP
N Prentis Smiley ,2004,King and Queen,NPS
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
Henry A anover,2008,Dickenson,HAa
Teresa M Chafin,2008,Dickenson,TMC
Patrick Reynolds Johnson,2008,Dickenson,PRJ
Michael Lee Moore,2008,Dickenson,MLM
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
Lee Grubbs Turner,2002,Goochland,LGT
F Ward Harkrader ,2002,Goochland,FWH
Daniel R Bouton,2002,Goochland,DRB
John R Cullen,2002,Goochland,JRC
Edward L Hogshire,2002,Goochland,ELH
Paul M Peatross ,2002,Goochland,PMP
John R Cullen,2007,Culpeper,JRC
Timothy K Sanner,2007,Culpeper,TKS
Daniel R Bouton,2007,Culpeper,DRB
Cheryl  Higgins,2007,Culpeper,CH
Edward L Hogshire,2007,Culpeper,ELH
R G OHara ,2001,Greensville,RGO
J A Luke,2001,Greensville,JAL
Timothy K Sanner,2008,Fluvanna,TKS
John G Berry,2008,Fluvanna,JGB
Daniel R Bouton,2008,Fluvanna,DRB
Cheryl  Higgins,2008,Fluvanna,CH
Edward L Hogshire,2008,Fluvanna,ELH
W S Robertson,2001,Loudoun,WSR
T D Horne,2001,Loudoun,TDH
J H Chamblin,2001,Loudoun,JHC
B F McCahill,2001,Loudoun,BFM
R W Grubbs,2001,Montgomery,RWG
C R Gibb,2001,Montgomery,CRG
D E Mink,2001,Montgomery,DEM
J C Campbell,2001,Montgomery,JCC
R M D Turk,2001,Montgomery,RMDT
S T Powell ,2002,Williamsburg/James City County,STP
N P Smiley ,2002,Williamsburg/James City County,NPS
T B Hoover,2002,Williamsburg/James City County,TBH
W H Shaw ,2002,Williamsburg/James City County,WHS
Patricia M Payne,2005,Culpeper,PMP
John R Cullen,2005,Culpeper,JRC
Daniel R Bouton,2005,Culpeper,DRB
Edward L Hogshire,2005,Culpeper,ELH
Paul M Peatross ,2005,Culpeper,PMP
Timothy K Sanner,2005,Culpeper,TKS
Sue K Dudley,2003,Highland,SKD
George E Honts ,2003,Highland,GEH
Humes J Franklin ,2003,Highland,HJF
Thomas H Wood,2003,Highland,THW
Deborah F Longest,2003,King and Queen,DFL
Thomas B Hoover,2003,King and Queen,TBH
William H Shaw ,2003,King and Queen,WHS
Samuel T Powell ,2003,King and Queen,STP
N Prentis Smiley ,2003,King and Queen,NPS
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
Henry A anover ,2010,Dickenson,HAa
Teresa M Chafin ,2010,Dickenson,TMC
Patrick Reynolds Johnson,2010,Dickenson,PRJ
Michael Lee Moore,2010,Dickenson,MLM
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
Lee Grubbs Turner,2002,Goochland,LGT
F Ward Harkrader ,2002,Goochland,FWH
Daniel R Bouton,2002,Goochland,DRB
John R Cullen,2002,Goochland,JRC
Edward L Hogshire,2002,Goochland,ELH
Paul M Peatross ,2002,Goochland,PMP
Timothy K Sanner,2008,Culpeper,TKS
John G Berry,2008,Culpeper,JGB
Daniel R Bouton,2008,Culpeper,DRB
Cheryl  Higgins,2008,Culpeper,CH
Edward L Hogshire,2008,Culpeper,ELH
R G OHara ,2001,Greensville,RGO
J A Luke,2001,Greensville,JAL
John G Berry ,2010,Fluvanna,JGB
Cheryl  Higgins ,2010,Fluvanna,CH
Daniel R Bouton,2010,Fluvanna,DRB
Edward L Hogshire,2010,Fluvanna,ELH
Timothy K Sanner,2010,Fluvanna,TKS
W S Robertson,2001,Loudoun,WSR
T D Horne,2001,Loudoun,TDH
J H Chamblin,2001,Loudoun,JHC
B F McCahill,2001,Loudoun,BFM
R W Grubbs,2001,Montgomery,RWG
C R Gibb,2001,Montgomery,CRG
D E Mink,2001,Montgomery,DEM
J C Campbell,2001,Montgomery,JCC
R M D Turk,2001,Montgomery,RMDT
S T Powell ,2002,Williamsburg/James City County,STP
N P Smiley ,2002,Williamsburg/James City County,NPS
T B Hoover,2002,Williamsburg/James City County,TBH
W H Shaw ,2002,Williamsburg/James City County,WHS
Sue K Dudley,2003,Highland,SKD
Duncan M Byrd ,2003,Highland,DMB
Humes J Franklin ,2003,Highland,HJF
George E Honts ,2003,Highland,GEH
Thomas H Wood,2003,Highland,THW
Deborah F Longest,2003,King and Queen,DFL
Thomas B Hoover,2003,King and Queen,TBH
William H Shaw ,2003,King and Queen,WHS
Samuel T Powell ,2003,King and Queen,STP
N Prentis Smiley ,2003,King and Queen,NPS
Bouson E Peterson ,2004,Fluvanna,BEP
John R Cullen,2004,Fluvanna,JRC
Daniel R Bouton,2004,Fluvanna,DRB
Edward L Hogshire,2004,Fluvanna,ELH
Paul M Peatross ,2004,Fluvanna,PMP
Timothy K Sanner,2004,Fluvanna,TKS
Patricia M Payne,2004,Culpeper,PMP
John R Cullen,2004,Culpeper,JRC
Daniel R Bouton,2004,Culpeper,DRB
Edward L Hogshire,2004,Culpeper,ELH
Paul M Peatross ,2004,Culpeper,PMP
Timothy K Sanner,2004,Culpeper,TKS
Henry A anover ,2011,Dickenson,HAa
Patrick R Johnson ,2011,Dickenson,PRJ
Teresa M Chafin,2011,Dickenson,TMC
Michael Lee Moore,2011,Dickenson,MLM
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
S T Powell ,2001,Mathews,STP
N P Smiley ,2001,Mathews,NPS
T B Hoover,2001,Mathews,TBH
W H Shaw ,2001,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
R G OHara ,2001,Greensville,RGO
J A Luke,2001,Greensville,JAL
F W Harkrader ,2002,Goochland,FWH
P M Peatross ,2002,Goochland,PMP
J R Cullen,2002,Goochland,JRC
E L Hogshire,2002,Goochland,ELH
D R Bouton,2002,Goochland,DRB
John G Berry  ,2011,Fluvanna,JGB
Daniel R Bouton,2011,Fluvanna,DRB
Cheryl  Higgins,2011,Fluvanna,CH
Edward L Hogshire,2011,Fluvanna,ELH
Timothy K Sanner,2011,Fluvanna,TKS
John G Berry ,2010,Culpeper,JGB
Cheryl  Higgins ,2010,Culpeper,CH
Daniel R Bouton,2010,Culpeper,DRB
Edward L Hogshire,2010,Culpeper,ELH
Timothy K Sanner,2010,Culpeper,TKS
W S Robertson,2001,Loudoun,WSR
T D Horne,2001,Loudoun,TDH
J H Chamblin,2001,Loudoun,JHC
B F McCahill,2001,Loudoun,BFM
R W Grubbs,2001,Montgomery,RWG
C R Gibb,2001,Montgomery,CRG
D E Mink,2001,Montgomery,DEM
J C Campbell,2001,Montgomery,JCC
R M D Turk,2001,Montgomery,RMDT
S T Powell ,2001,Williamsburg/James City County,STP
N P Smiley ,2001,Williamsburg/James City County,NPS
T B Hoover,2001,Williamsburg/James City County,TBH
W H Shaw ,2001,Williamsburg/James City County,WHS
Bouson E Peterson ,2004,Fluvanna,BEP
John R Cullen,2004,Fluvanna,JRC
Daniel R Bouton,2004,Fluvanna,DRB
Edward L Hogshire,2004,Fluvanna,ELH
Paul M Peatross ,2004,Fluvanna,PMP
Timothy K Sanner,2004,Fluvanna,TKS
Sue K Dudley,2003,Highland,SKD
Duncan M Byrd ,2003,Highland,DMB
Humes J Franklin ,2003,Highland,HJF
George E Honts ,2003,Highland,GEH
Thomas H Wood,2003,Highland,THW
Deborah F Longest,2003,King and Queen,DFL
Thomas B Hoover,2003,King and Queen,TBH
William H Shaw ,2003,King and Queen,WHS
Samuel T Powell ,2003,King and Queen,STP
N Prentis Smiley ,2003,King and Queen,NPS
Henry A anover  ,2012,Dickenson,HAa
Patrick R Johnson,2012,Dickenson,PRJ
Michael Lee Moore,2012,Dickenson,MLM
Sharron S Mitchell,2002,Fredericksburg,SSM
John Whittier Scott ,2002,Fredericksburg,JWS
John Richard Alderman,2002,Fredericksburg,JRA
James W Haley ,2002,Fredericksburg,JWH
William H Ledbetter ,2002,Fredericksburg,WHL
Horace A Revercomb ,2002,Fredericksburg,HAR
Ann Hunter Simpson,2002,Fredericksburg,AHS
Harry T Taliaferro ,2002,Fredericksburg,HTT
S T Powell ,2000,Mathews,STP
N P Smiley ,2000,Mathews,NPS
T B Hoover,2000,Mathews,TBH
W H Shaw ,2000,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
F W Harkrader ,2001,Goochland,FWH
P M Peatross ,2001,Goochland,PMP
J R Cullen,2001,Goochland,JRC
E L Hogshire,2001,Goochland,ELH
D R Bouton,2001,Goochland,DRB
Patricia M Payne,2004,Culpeper,PMP
John R Cullen,2004,Culpeper,JRC
Daniel R Bouton,2004,Culpeper,DRB
Edward L Hogshire,2004,Culpeper,ELH
Paul M Peatross ,2004,Culpeper,PMP
Timothy K Sanner,2004,Culpeper,TKS
John G Berry  ,2011,Culpeper,JGB
Daniel R Bouton,2011,Culpeper,DRB
Cheryl  Higgins,2011,Culpeper,CH
Edward L Hogshire,2011,Culpeper,ELH
Timothy K Sanner,2011,Culpeper,TKS
Daniel R Bouton ,2012,Fluvanna,DRB
Cheryl  Higgins,2012,Fluvanna,CH
Edward L Hogshire,2012,Fluvanna,ELH
Timothy K Sanner,2012,Fluvanna,TKS
Susan L Whitlock,2012,Fluvanna,SLW
W S Robertson,2001,Loudoun,WSR
T D Horne,2001,Loudoun,TDH
J H Chamblin,2001,Loudoun,JHC
B F McCahill,2001,Loudoun,BFM
R W Grubbs,2001,Montgomery,RWG
C R Gibb,2001,Montgomery,CRG
D E Mink,2001,Montgomery,DEM
J C Campbell,2001,Montgomery,JCC
R M D Turk,2001,Montgomery,RMDT
S T Powell ,2001,Williamsburg/James City County,STP
N P Smiley ,2001,Williamsburg/James City County,NPS
T B Hoover,2001,Williamsburg/James City County,TBH
W H Shaw ,2001,Williamsburg/James City County,WHS
Bouson E Peterson ,2004,Fluvanna,BEP
John R Cullen,2004,Fluvanna,JRC
Daniel R Bouton,2004,Fluvanna,DRB
Edward L Hogshire,2004,Fluvanna,ELH
Paul M Peatross ,2004,Fluvanna,PMP
Timothy K Sanner,2004,Fluvanna,TKS
Sue K Dudley,2002,Highland,SKD
Duncan M Byrd ,2002,Highland,DMB
Humes J Franklin ,2002,Highland,HJF
George E Honts ,2002,Highland,GEH
Thomas H Wood,2002,Highland,THW
Deborah F Longest,2003,King and Queen,DFL
Thomas B Hoover,2003,King and Queen,TBH
Samuel T Powell ,2003,King and Queen,STP
William H Shaw ,2003,King and Queen,WHS
N Prentis Smiley ,2003,King and Queen,NPS
Henry A anover  ,2013,Dickenson,HAa
Jack S Hurley ,2013,Dickenson,JSH
Patrick R Johnson,2013,Dickenson,PRJ
Michael Lee Moore,2013,Dickenson,MLM
R G OHara ,2001,Greensville,RGO
J A Luke,2001,Greensville,JAL
S T Powell ,2000,Mathews,STP
N P Smiley ,2000,Mathews,NPS
T B Hoover,2000,Mathews,TBH
W H Shaw ,2000,Mathews,WHS
Joseph H Tate,2004,Dickenson,JHT
Henry A anover,2004,Dickenson,HAa
Michael Lee Moore,2004,Dickenson,MLM
Keary R Williams,2004,Dickenson,KRW
F W Harkrader ,2001,Goochland,FWH
P M Peatross ,2001,Goochland,PMP
J R Cullen,2001,Goochland,JRC
E L Hogshire,2001,Goochland,ELH
D R Bouton,2001,Goochland,DRB
J W Haley ,2002,Fredericksburg,JWH
W H Ledbetter ,2002,Fredericksburg,WHL
J E Spruill ,2002,Fredericksburg,JES
J W Scott ,2002,Fredericksburg,JWS
H A Revercomb ,2002,Fredericksburg,HAR
A H Simpson,2002,Fredericksburg,AHS
J R Alderman,2002,Fredericksburg,JRA
Daniel R Bouton ,2012,Culpeper,DRB
Cheryl  Higgins,2012,Culpeper,CH
Edward L Hogshire,2012,Culpeper,ELH
Timothy K Sanner,2012,Culpeper,TKS
Daniel R Bouton ,2013,Fluvanna,DRB
Cheryl  Higgins,2013,Fluvanna,CH
Edward L Hogshire,2013,Fluvanna,ELH
Timothy K Sanner,2013,Fluvanna,TKS
Susan L Whitlock,2013,Fluvanna,SLW
Patricia M Payne,2004,Culpeper,PMP
John R Cullen,2004,Culpeper,JRC
Daniel R Bouton,2004,Culpeper,DRB
Edward L Hogshire,2004,Culpeper,ELH
Paul M Peatross ,2004,Culpeper,PMP
Timothy K Sanner,2004,Culpeper,TKS
S T Powell ,2001,Williamsburg/James City County,STP
