Judge,Year,Court
Ms Edna Sparrer DeChristopher,2005,York Juvenile & Domestic Relations District Court
Ms Nancy P. Derrick,2005,Nottoway Combined District and JD & R Court
Ms V. Jane Dorton,2005,Wise Juvenile & Domestic Relations District Court
Ms Ellen K. Douglas,2005,Northumberland General District Court
Ms Kelly Anne Douglas,2005,New Kent Juvenile & Domestic Relations District Court
Hon Sue K. Dudley,2005,Highland Circuit Court
Hon Marie C. Durrer,2005,Greene Circuit Court
Mr Michael Dwayne Edwards,2005,Scott Combined District and JD & R Court
Mr Charles Thomas Elliott,2005,Henrico Juvenile & Domestic Relations District Court
Ms Robin Lynne Elliott,2005,Fluvanna Combined District and JD & R Court
Hon Machelle J. Epps,2005,Prince Edward Circuit Court
Hon Gordon F. Erby,2005,Lunenburg Circuit Court
Ms Patsy A. Ewell,2005,Newport News Juvenile & Domestic Relations District Court
Hon Stuart B. Fallen,2005,Charlotte Circuit Court
Ms Hilda W. Ferguson,2005,Charlotte Juvenile & Domestic Relations District Court
Ms Sue B. Flanagan,2005,Washington Juvenile & Domestic Relations District Court
Ms Jennifer Watson Flanagan,2005,Fairfax County Juvenile & Domestic Relations District Court
Ms Sue B. Flanagan,2005,Bristol Juvenile & Domestic Relations District Court
Hon Rosa S. Forrester,2005,Richmond County Circuit Court
Ms Frances M. Fountain,2005,Sussex Combined District and JD & R Court
Ms Margaret French,2005,Alexandria General District Court
Hon John T. Frey,2005,Fairfax Circuit Court
Ms Lee Anne Fuller,2005,Danville Juvenile & Domestic Relations District Court
Ms Janet T. Gallaher,2005,King and Queen Juvenile & Domestic Relations District Court
Ms Janet T. Gallaher,2005,King William Juvenile & Domestic Relations District Court
Hon Paul C. Garrett,2005,Charlottesville Circuit Court
Hon Susan C. Gasperini,2005,Patrick Circuit Court
Hon C. Ann Gentry,2005,Gloucester Circuit Court
Hon Gerald A. Gibson,2005,Danville Circuit Court
Ms Melissa B. Gil,2005,Amelia Combined District and JD & R Court
Ms Adrian Kellam Glatt,2005,Virginia Beach General District Court
Ms Lisa C. Goga,2005,Accomack Juvenile & Domestic Relations District Court
Ms Sheila F. Gordon,2005,Clarke Juvenile & Domestic Relations District Court
Ms Nora A. Green,2005,Henry Juvenile & Domestic Relations District Court
Ms Edna S. Griffin,2005,Washington General District Court
Ms Denise M. Hain,2005,Newport News-Civil General District Court
Hon Alice Hall,2005,Franklin Circuit Court
Ms Opal R. Hall,2005,Martinsville General District Court
Ms Opal R. Hall,2005,Henry General District Court
Ms Kathleen Hall,2005,Falls Church Combined District and JD & R Court
Ms D. Carol Hamer,2005,Wythe General District Court
Hon Brenda S. Hamilton,2005,Roanoke City Circuit Court
Ms Dorothy P. Hamlet,2005,Appomattox General District Court
Mr Steven Wayne Hammock,2005,Lunenburg Combined District and JD & R Court
Ms Phyllis P. Hamric,2005,Chesapeake General District Court
Hon Frank D. Hargrove Jr.,2005,Hanover Circuit Court
Hon L. Wayne Harper,2005,Rockingham Circuit Court
Patricia Harrington,2005,Supreme Court of Virginia
Ms Deborah A. Hatcher,2005,Surry Combined District and JD & R Court
Hon H. F. Haymore Jr.,2005,Pittsylvania Circuit Court
Ms Wetawna G. Hays,2005,Prince William General District Court
Ms Frances H. Hedrick,2005,Prince William Juvenile & Domestic Relations District Court
Ms Carolyn Z. Helgeson,2005,Cumberland Combined District and JD & R Court
Hon Vickie Stone Helmstutler,2005,Henry Circuit Court
Ms Jody D. Hess,2005,Danville General District Court
Mr David Michael Hicks,2005,Richmond Manchester General District Court
Ms Debra A. Hill,2005,Norfolk Juvenile & Domestic Relations District Court
Ms Brenda Smart Hines,2005,Patrick General District Court
Hon Rebecca P. Hogan,2005,Frederick Circuit Court
Ms Lizabeth H. Holdaway,2005,Grayson Combined District and JD & R Court
Ms Edith Kendall Holmes,2005,Charles City Combined District and JD & R Court
Hon Carolyn H. Honeycutt,2005,Carroll Circuit Court
Hon Susan R. Hopkins,2005,Louisa Circuit Court
Hon Hayden H. Horney,2005,Wythe Circuit Court
Ms Sammie R. Horton,2005,Lee Combined District and JD & R Court
Mr Carlton L. Hudson,2005,Chesterfield General District Court
Hon Deborah E. Hughes,2005,Campbell Circuit Court
Ms Wendy Sides Hughes,2005,Chesterfield Juvenile & Domestic Relations District Court
Ms Judy W. Hupman,2005,Highland Combined District and JD & R Court
Ms Susan S. Hutchison,2005,Alleghany Combined District and JD & R Court
Ms Rebecca D. Inge,2005,Mecklenburg Juvenile & Domestic Relations District Court
Ms Judy P. Jamerson,2005,Buckingham Combined District and JD & R Court
Hon Lynn Jenkins,2005,York County Poquoson Circuit Court
Ms Christalyn Mitchell Jett,2005,Spotsylvania Juvenile & Domestic Relations District Court
Hon Rebecca I. Johnson,2005,Bland Circuit Court
Ms Traci L. Johnson,2005,Northampton Circuit Court
Ms Belinda J. Jones,2005,Southampton Combined District and JD & R Court
Ms Betty W. Justis,2005,Appomattox Juvenile & Domestic Relations District Court
Hon Constance Kennedy,2005,Lancaster Circuit Court
Hon J. Jack Kennedy Jr.,2005,Wise Circuit Court
Hon James W. King,2005,Nottoway Circuit Court
Hon Bishop Knott Jr.,2005,Prince George Circuit Court
Ms Daina L. Kubasak,2005,Franklin County Juvenile & Domestic Relations District Court
Hon William E. Laine Jr.,2005,Isle of Wight Circuit Court
Ms Nancy L. Lake,2005,Fairfax County General District Court
Ms Nancy L. Lake,2005,Fairfax City General District Court
Ms Tami A. Leonard,2005,Hanover Juvenile & Domestic Relations District Court
Ms Beverly J. Lewis,2005,Amherst General District Court
Ms Cynthia Owen Lewis,2005,Pittsylvania Juvenile & Domestic Relations District Court
Ms Ann B. Lloyd,2005,Winchester/Frederick Juvenile & Domestic Relations District Court
Ms Ann B. Lloyd,2005,Frederick/Winchester Juvenile & Domestic Relations District Court
Ms Nancy J. Long,2005,Augusta General District Court
Ms Nancy J. Long,2005,Staunton General District Court
Hon Deborah F. Longest,2005,King and Queen Circuit Court
Hon R. Glennwood Lookabill,2005,Pulaski Circuit Court
Ms Linda L. Lunceford,2005,Fauquier Juvenile & Domestic Relations District Court
Hon David C. Mabie,2005,Prince William Circuit Court
Ms Patricia A. Maher-Wade,2005,Loudoun Juvenile & Domestic Relations District Court
Ms Elaine E. Maitland,2005,Brunswick Combined District and JD & R Court
Hon Shelby J. Marshall,2005,Albemarle Circuit Court
Ms Ann C. Martin,2005,Smyth General District Court
Hon Charles V. Mason,2005,King George Circuit Court
Ms Katherine L. Mason,2005,Campbell General District Court
Ms Nancy H. Massie,2005,Nelson Juvenile & Domestic Relations District Court
Ms Dorothy B. Mathers,2005,Northumberland Juvenile & Domestic Relations District Court
Ms Dorothy B. Mathers,2005,Lancaster Juvenile & Domestic Relations District Court
Hon William E. Maxey Jr.,2005,Powhatan Circuit Court
Ms Shelby Mayo,2005,Charlottesville General District Court
Hon Roy C. Mayo III,2005,Amherst Circuit Court
Cynthia L. McCoy,2005,Court of Appeals of Virginia
Hon Steven A. McGraw Sr.,2005,Roanoke County Circuit Court
Ms Brenda R. McWilliams,2005,Suffolk Juvenile & Domestic Relations District Court
Ms Pamela M. Meadows,2005,Hampton General District Court
Ms Karen Sparrow Merritt,2005,Northampton General District Court
Hon Paul M. Metzger,2005,Spotsylvania Circuit Court
Ms Evidene H. Milgrim,2005,Galax Combined District and JD & R Court
Ms Betty B. Miller,2005,Williamsburg/James City County Juvenile & Domestic Relations District Court
Ms Barbara B Miller,2005,Orange Combined District and JD & R Court
Ms Joan M. Millward,2005,Fredericksburg Juvenile & Domestic Relations District Court
Ms Glenda H. Minga,2005,Isle of Wight General District Court
Hon Sharron S. Mitchell,2005,Fredericksburg Circuit Court
Hon Faye W. Mitchell,2005,Chesapeake Circuit Court
Ms Joyce S. Mitchell,2005,King and Queen General District Court
Ms Joyce S. Mitchell,2005,King William General District Court
Ms Phyllis M. Modisett,2005,Page Juvenile & Domestic Relations District Court
Hon Tommy L. Moore,2005,Botetourt Circuit Court
Hon Cynthia P. Morrison,2005,Portsmouth Circuit Court
Ms Pollyanna P. Myers,2005,Montgomery General District Court
Ms Brenda J. Nance,2005,Franklin City Combined District and JD & R Court
Mr Thomas Edward Neary,2005,Portsmouth General District Court
Ms Anne P. Nicholson,2005,Accomack General District Court
Hon Patricia M. Norman,2005,King William Circuit Court
Ms Rosemary R. North,2005,Nelson General District Court
Hon Carol Ownby,2005,Cumberland Circuit Court
Hon Larry B. Palmer,2005,Lynchburg Circuit Court
Hon D. Bruce Patterson,2005,Rockbridge Circuit Court
Hon Patricia M. Payne,2005,Culpeper Circuit Court
Ms Rita R. Payne,2005,Newport News-Criminal General District Court
Ms Sheri L. Pearson,2005,Stafford General District Court
Ms Yvette M. Pennington,2005,Giles Combined District and JD & R Court
Mrs Paula Jean Perkins,2005,Bristol General District Court
Hon Wendell G. Peters,2005,Floyd Circuit Court
Hon Bouson E. Peterson Jr.,2005,Fluvanna Circuit Court
Ms Phyllis R. Plyler,2005,Waynesboro Juvenile & Domestic Relations District Court
Ms Sabrina Herzig Powell,2005,Charlotte General District Court
Ms Terri Powers,2005,Pulaski General District Court
Hon Ashby R. Pritchett,2005,Martinsville Circuit Court
Ms Kelly A. Pritchett,2005,Craig Combined District and JD & R Court
Ms Gail O. Proffitt,2005,Louisa Combined District and JD & R Court
Hon Kay H. Rackley,2005,Hopewell Circuit Court
Ms Sandra K. Ramey,2005,Fauquier General District Court
Hon Scarlet B. Ratcliffe,2005,Giles Circuit Court
Ms Catherine Hupp Ratliff,2005,Halifax Juvenile & Domestic Relations District Court
Ms Judith D. Reed,2005,Hampton Juvenile & Domestic Relations District Court
Ms Teresa D. Renz,2005,Martinsville Juvenile & Domestic Relations District Court
Ms Juanita M. Rice,2005,Buena Vista Combined District and JD & R Court
Ms Janice Ann Rife,2005,Buchanan Combined District and JD & R Court
Ms Julia F. Ritchie,2005,Harrisonburg/Rockingham Juvenile & Domestic Relations District Court
Ms Nancy E. Roach,2005,Greensville Combined District and JD & R Court
Ms Nancy E. Roach,2005,Emporia Combined District and JD & R Court
Ms Carolyn W. Robbins,2005,Salem Combined District and JD & R Court
Hon Thomas E. Roberts,2005,Staunton Circuit Court
Ms Connie Cheryl Roberts,2005,Tazewell Juvenile & Domestic Relations District Court
Hon Terry G. Rohr,2005,Bristol Circuit Court
Hon George E. Schaefer,2005,Norfolk Circuit Court
Mr Royal P. Schmidt Jr.,2005,Fredericksburg General District Court
Hon Benjamin O. Scott,2005,Petersburg Circuit Court
Hon Edward Semonian Jr.,2005,Alexandria Circuit Court
Ms Muriel G. Shackelford,2005,Mathews General District Court
Ms Muriel G. Shackelford,2005,Middlesex General District Court
Ms Barbara C. Shaw,2005,Gloucester General District Court
Ms June B. Silveira,2005,Prince Edward Combined District and JD & R Court
Ms Bonnie L. Simmons,2005,Harrisonburg/Rockingham General District Court
Ms Beneatha B. Simmons,2005,Petersburg Juvenile & Domestic Relations District Court
Ms Bonnie D. Simmons,2005,Botetourt Combined District and JD & R Court
Hon Jennifer R. Sims,2005,Warren Circuit Court
Hon Tina E. Sinnen,2005,Virginia Beach Circuit Court
Ms Jacqueline D. Sites,2005,Arlington Juvenile & Domestic Relations District Court
Ms Donna D. Slade,2005,Colonial Heights Combined District and JD & R Court
Hon Linda Batchelor Smith,2005,Hampton Circuit Court
Hon Yvonne G. Smith,2005,Henrico Circuit Court
Ms Carla F. Smith,2005,Bedford General District Court
Ms Faye R. Smith,2005,Lancaster General District Court
Hon Judy Stevens Smythers,2005,Nelson Circuit Court
Ms Sandra B. Sneade,2005,Dinwiddie Combined District and JD & R Court
Ms Terry M. Southworth,2005,Caroline General District Court
Ms Jean C. Sparks,2005,Wise/Norton General District Court
Mr Lawrence George Sprader,2005,Henrico General District Court
Mr Steven Robert Spurr,2005,Arlington General District Court
Hon Stacy L. Stafford,2005,Colonial Heights Circuit Court
Hon V. Earl Stanley Jr.,2005,Brunswick Circuit Court
Ms Pamela A. Staton,2005,Amherst Juvenile & Domestic Relations District Court
Ms Tiffany R. Sterling,2005,Mathews Juvenile & Domestic Relations District Court
Ms Tiffany R. Sterling,2005,Gloucester Juvenile & Domestic Relations District Court
Ms Tiffany R. Sterling,2005,Middlesex Juvenile & Domestic Relations District Court
Ms Phyllis L. Stewart,2005,Albemarle General District Court
Ms Janet T. Stinnett,2005,Lynchburg General District Court
Ms Joyce A. Street,2005,Petersburg General District Court
Ms Barbara J. Studebaker,2005,York General District Court
Hon Charles T. Sturgill,2005,Grayson Circuit Court
Ms Brenda T. Sumner,2005,Williamsburg/James City County General District Court
Hon Joseph H. Tate,2005,Dickenson Circuit Court
Hon Mark A. (Bo) Taylor,2005,Scott Circuit Court
Ms Tammy Tollerson Taylor,2005,Mecklenburg General District Court
Ms Nikki Wymer Taylor,2005,Shenandoah Combined District and JD & R Court
Hon J. Steve Thomas Sr.,2005,Northumberland Circuit Court
Ms Lorraine Creef Throckmorton,2005,Chesapeake Juvenile & Domestic Relations District Court
Ms Nancy Lynn Tierney,2005,King George Combined District and JD & R Court
Hon Linda S. Timmons,2005,Orange Circuit Court
Hon Lee G. Turner,2005,Goochland Circuit Court
Ms Brenda L. Vance,2005,Winchester/Frederick General District Court
Ms Brenda L. Vance,2005,Frederick/Winchester General District Court
Ms Kathy F. Vance,2005,Russell Combined District and JD & R Court
Hon Zelda S. Vaughn,2005,Radford Circuit Court
Ms Connie M. Viar,2005,Montgomery Juvenile & Domestic Relations District Court
Ms Judith S. Waddell,2005,Loudoun General District Court
Ms Alice Price Waddy,2005,Charlottesville Juvenile & Domestic Relations District Court
Ms Alice Price Waddy,2005,Albemarle Juvenile & Domestic Relations District Court
Hon Peggy W. Walton,2005,Middlesex Circuit Court
Hon Jimmy L. Warren,2005,Smyth Circuit Court
Hon Caroline Watts,2005,Madison Circuit Court
Mr David Carl Wells,2005,Roanoke City Juvenile & Domestic Relations District Court
Ms Dianne Henley White,2005,Goochland Combined District and JD & R Court
Ms Dorothy C. Whitt,2005,Smyth Juvenile & Domestic Relations District Court
Hon Terry H. Whittle,2005,Winchester Circuit Court
Hon Gary M. Williams,2005,Sussex Circuit Court
Hon Barbara R. Williams,2005,Appomattox Circuit Court
Hon Annie L. Williams,2005,Dinwiddie Circuit Court
Hon Thomas R. Williams,2005,Charles City Circuit Court
Ms Phyllis P. Williams,2005,Newport News-Traffic General District Court
Ms Francine W. Williams,2005,Northampton Juvenile & Domestic Relations District Court
Mrs Carolyn Kates Williams,2005,Virginia Beach Juvenile & Domestic Relations District Court
Ms Dawn C. Williams,2005,Campbell Juvenile & Domestic Relations District Court
Hon Marilyn Wilson,2005,Amelia Circuit Court
Hon C. R. Wilson,2005,Page Circuit Court
Ms Edith P. Winters,2005,Hopewell Combined District and JD & R Court
Hon Michael D. Wolfe,2005,Alleghany Circuit Court
Hon Betsy B. Woolridge,2005,James City County/Williamsburg Circuit Court
Hon Betsy B. Woolridge,2005,Williamsburg/James City County Circuit Court
Ms Sara Belle Byrd Worsham,2005,Bath Combined District and JD & R Court
Hon Judy L. Worthington,2005,Chesterfield Circuit Court
Hon Robert C. Wrenn,2005,Greensville Circuit Court
Ms Page B. Wright,2005,Hanover General District Court
Mr Irving C. Wright,2005,Richmond-Traffic General District Court
,2005,Unknown
Mr. Fred L. Jackson,2005,First Judicial District
"Mr. Robert S. Hill, Jr.",2005,Second Judicial District
Ms. Betty S. Wood,2005,2-A Judicial District
Ms. Loretta Hope Reese,2005,Third Judicial District
Ms. Beth B. Turnbull,2005,Fourth Judicial District
Mr. Raymond H. Swartz,2005,Fifth Judicial District
Mr. Harris L. Parker,2005,Sixth Judicial District
"Mr. Valla V. Olliver, Chief Magistrate",2005,Seventh Judicial District
Ms. Patricia E. Massenburg,2005,Eighth Judicial District
Mr. William Joseph Poggione,2005,Ninth Judicial District
Mr. Ralph K. Ranson,2005,Tenth Judicial District
Ms. Sherry Joy Grizzard,2005,Eleventh Judicial District
Mr. William W. Bradham,2005,Twelfth Judicial District
Ms. Deborah Meade-Jackson,2005,Thirteenth Judicial District
Mr. John E. Mehfoud,2005,Fourteenth Judicial District
Mr. Phillip R. Hemming,2005,Fifteenth Judicial District
Ms. Cheryl Anita Thompson,2005,Sixteenth Judicial District
Mr. Robert Hellyer,2005,Seventeenth Judicial District
"Mr. George Franklin Ball, Jr.",2005,Eighteenth Judicial District
Mr. Claude J. Beheler,2005,Nineteenth Judicial District
Mr. Lawrence D. Black,2005,Twentieth Judicial District
Ms. Ann M. S. Hylton,2005,Twenty-first Judicial District
Ms. Joyce Crews,2005,Twenty-second Judicial Distric
Mr. Kozuo Webb,2005,Twenty-third Judicial District
Mr. John S. Payne,2005,Twenty-fourth Judicial Distric
Mr. Ray B. Fitzgerald,2005,Twenty-fifth Judicial District
Ms. Monica Martin,2005,Twenty-sixth Judicial District
Ms. Iris B. Tucker,2005,Twenty-seventh Judicial Distri
Mr. George F. VanHoy,2005,Twenty-eighth Judicial Distric
Mr. Edward A. Matney,2005,Twenty-ninth Judicial District
Ms. Ruth E. Hale,2005,Thirtieth Judicial District
Mr. Richard S. Sanborn,2005,Thirty-first Judicial District
,2006,Unknown
Hon G. Steven Agee,2006,Supreme Court of Virginia
Hon Leslie M. Alden,2006,4110 Chain Bridge Road
Hon John Richard Alderman,2006,P. O. Box 39
Hon William N. Alexander II,2006,P.O. Box 601
Hon Michael Coghlan Allen,2006,P. O. Box 125
Hon James F. Almand,2006,1425 North Courthouse Road
Hon Joanne F. Alper,2006,1425 North Courthouse Road
Hon Rossie D. Alston Jr.,2006,Circuit Court Chambers
Hon Thomas M. Ammons III,2006,2425 Nimmo Parkway
Hon William Chapman Andrews III,2006,P. O. Box 40
Hon Rosemarie P. Annunziata,2006,Court of Appeals of Virginia
Hon Jonathan M. Apgar,2006,P.O. Box 211
Hon R. Morgan Armstrong,2006,3160 Kings Mountain Road
Hon Isabel Hall Atlee,2006,P. O. Box 630
Hon Daniel T. Balfour,2006,P. O. Box 27032
Hon Rufus A. Banks Jr.,2006,301 Albemarle Drive
Hon William G. Barkley,2006,"501 E. Jefferson Street, Suite 138"
Hon Pamela S. Baskervill,2006,7 Courthouse Avenue
Hon J. Martin Bass,2006,P. O. Box 400
Hon David H. Beck,2006,P. O. Box 400
Hon William Alan Becker,2006,9311 Lee Avenue
Hon Randy I. Bellows,2006,4110 Chain Bridge Road
Hon Ronald Everett Bensten,2006,2501 Huntington Avenue
Hon James W. Benton Jr.,2006,Court of Appeals of Virginia
Hon Edward DeJ. Berry,2006,350 Park Street
Hon Garland L. Bigley,2006,P. O. Box 188
Hon Harold A. Black,2006,"123 East Main Street, Suite 202"
Hon Richard S. Blanton,2006,P.O. Box 351
Hon Randall M. Blow,2006,"2425 Nimmo Parkway, Building 10"
Hon Joseph Phillips Bounds,2006,315 W. Church Ave. S.W.
Hon Daniel R. Bouton,2006,P. O. Box 230
Hon H. Harrison Braxton Jr.,2006,P. O. Box 940
Hon Janice Justina Brice,2006,9311 Lee Avenue
Hon Lynn S. Brice,2006,P.O. Box 520
Hon William D. Broadhurst,2006,P.O. Box 211
Hon Deborah V. Bryan,2006,"2425 Nimmo Parkway, Building 10"
Hon J. Stephen Buis,2006,Oliver Hill Courts Building
Hon Rudolph Bumgardner III,2006,Court of Appeals of Virginia
Hon Harold W. Burgess Jr.,2006,P.O. Box 520
Hon Francis W. Burkart III,2006,315 W. Church Ave. S.W.
Hon R. Edwin Burnette Jr.,2006,905 Court Street
Hon Theodore J. Burr Jr.,2006,315 South Main Street
Hon James A. Cales Jr.,2006,P. O. Box 1217
Hon J. Colin Campbell Sr.,2006,P.O. Box 128
Hon Louis K. Campbell,2006,P. O. Box 858
Hon Samuel E. Campbell,2006,P.O. Box 280
Hon Andrew Joseph Canada Jr.,2006,2425 Nimmo Parkway
Hon Julia Taylor Cannon,2006,18 East Market Street
Hon M. Randolph Carlson II,2006,800 East City Hall Avenue
