Judge
""
Hon Michael D. Wolfe
Hon Betsy B. Woolridge
Hon Betsy B. Woolridge
Ms Sara Belle Byrd Worsham
Hon Judy L. Worthington
Hon Robert C. Wrenn
Ms Page B. Wright
Mr Irving C. Wright
""
Mr. Fred L. Jackson
"Mr. Robert S. Hill, Jr."
Ms. Betty S. Wood
Ms. Loretta Hope Reese
Ms. Beth B. Turnbull
Mr. Raymond H. Swartz
Mr. Harris L. Parker
"Mr. Valla V. Olliver, Chief Magistrate"
Ms. Patricia E. Massenburg
Mr. William Joseph Poggione
Mr. Ralph K. Ranson
Ms. Sherry Joy Grizzard
Mr. William W. Bradham
Ms. Deborah Meade-Jackson
Mr. John E. Mehfoud
Mr. Phillip R. Hemming
Ms. Cheryl Anita Thompson
Mr. Robert Hellyer
"Mr. George Franklin Ball, Jr."
Mr. Claude J. Beheler
Mr. Lawrence D. Black
Ms. Ann M. S. Hylton
Ms. Joyce Crews
Mr. Kozuo Webb
Mr. John S. Payne
Mr. Ray B. Fitzgerald
Ms. Monica Martin
Ms. Iris B. Tucker
Mr. George F. VanHoy
Mr. Edward A. Matney
Ms. Ruth E. Hale
Mr. Richard S. Sanborn
""
Hon G. Steven Agee
Hon Leslie M. Alden
Hon John Richard Alderman
Hon William N. Alexander II
Hon Michael Coghlan Allen
Hon James F. Almand
Hon Joanne F. Alper
Hon Rossie D. Alston Jr.
Hon Thomas M. Ammons III
Hon William Chapman Andrews III
Hon Rosemarie P. Annunziata
Hon Jonathan M. Apgar
Hon R. Morgan Armstrong
Hon Isabel Hall Atlee
Hon Daniel T. Balfour
Hon Rufus A. Banks Jr.
Hon William G. Barkley
Hon Pamela S. Baskervill
Hon J. Martin Bass
Hon David H. Beck
Hon William Alan Becker
Hon Randy I. Bellows
Hon Ronald Everett Bensten
Hon James W. Benton Jr.
Hon Edward DeJ. Berry
Hon Garland L. Bigley
Hon Harold A. Black
Hon Richard S. Blanton
Hon Randall M. Blow
Hon Joseph Phillips Bounds
Hon Daniel R. Bouton
Hon H. Harrison Braxton Jr.
Hon Janice Justina Brice
Hon Lynn S. Brice
Hon William D. Broadhurst
Hon Deborah V. Bryan
Hon J. Stephen Buis
Hon Rudolph Bumgardner III
Hon Harold W. Burgess Jr.
Hon Francis W. Burkart III
Hon R. Edwin Burnette Jr.
Hon Theodore J. Burr Jr.
Hon James A. Cales Jr.
Hon J. Colin Campbell Sr.
Hon Louis K. Campbell
Hon Samuel E. Campbell
Hon Andrew Joseph Canada Jr.
Hon Julia Taylor Cannon
Hon M. Randolph Carlson II
Hon Edward K. Carpenter
Hon Gayl Branum Carr
Hon Harry L. Carrico
Hon Lucretia A. Carrico
Hon Robert R. Carter
Hon Michael Joseph Cassidy
Hon Bradley B. Cavedo
Hon Teresa M. Chafin
Hon James H. Chamblin
Hon David Eugene Cheek Sr.
Hon H. Lee Chitwood
Hon Martin F. Clark Jr.
Hon Dorothy H. Clarke
Hon Joseph M. Clarke II
Hon Jean Harrison Clements
Hon Virginia L. Cochran
Hon Sam W. Coleman III
Hon Frederick H. Combs
Hon A. Christian Compton
Hon H. Vincent Conway Jr.
Hon Frederick H. Creekmore Sr.
Hon Joel P. Crowe
Hon Jesse C. Crumbley III
Hon John R. Cullen
Hon Joel C. Cunningham
Hon James F. D'Alton Jr.
Hon Philip V. Daffron
Hon Kimberly J. Daniel
Hon Bonnie C. Davis
Hon J. Maston Davis
Hon Mark S. Davis
Hon Stewart P. Davis
Hon Nolan B. Dawkins
Hon Susan N. Deatherage
Hon Jane Pritchard Delbridge
Hon Rodham T. Delk Jr.
Hon Ray Wilbur Dezern Jr.
Hon Robert P. Doherty Jr.
Hon Charles N. Dorsey
Hon Robert H. Downer Jr.
Hon Jay Edward Dugger
Hon Randal J. Duncan
Hon Marvin H. Dunkum
Hon Nelson T. Durden
Hon Carl Edward Eason Jr.
Hon Robert B. Edwards
Hon Larry G. Elder
Hon Archie Elliott Jr.
Hon Joseph J. Ellis
Hon Dudley J. Emick Jr.
Hon George C. Fairbanks IV
Hon John M. Farmer
Hon Kenneth W. Farrar
Hon Lon Edward Farris
Hon Walter S. Felton Jr.
Hon John B. Ferguson
Hon Anita D. Filson
Hon Gaylord L. Finch Jr.
Hon Timothy S. Fisher
Hon Johanna L. Fitzpatrick
Hon Charles B. Foley
Hon V. Thomas Forehand Jr.
Hon Aundria Deloris Foster
Hon Robert P. Frank
Hon Humes J. Franklin Jr.
Hon Isaac St. C. Freeman
Hon Junius P. Fulton III
Hon Suzanne Kuczko Fulton
Hon Barbara J. Gaden
Hon Thomas E. Gallahue
Hon J. Michael Gamble
