Judge,Year,Court
"Hon. Benjamin N. A. Kendrick, Presiding Judge",2010,Arlington Circuit Court
Hon. Ann Hunter Simpson~*,2006,Stafford Circuit Court
Hon. J. Martin Bass~,2006,Stafford Circuit Court
Hon. H. Harrison Braxton Jr.~,2006,Stafford Circuit Court
Hon. John Richard Alderman,2006,Stafford Circuit Court
Hon. George Mason III,2006,Stafford Circuit Court
Hon. Horace A. Revercomb III,2006,Stafford Circuit Court
Hon. John W. Scott Jr.,2006,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2006,Stafford Circuit Court
Hon. Larry B. Kirksey~,2008,Bristol Circuit Court
Hon. C. Randall Lowe*,2008,Bristol Circuit Court
Hon. Isaac St. C. Freeman,2008,Bristol Circuit Court
"Hon. Robert P. Doherty Jr., Presiding Judge",2011,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2011,Roanoke County Circuit Court
"Hon. William D. Broadhurst, Chief Judge",2011,Roanoke County Circuit Court
Hon. Jonathan M. Apgar,2011,Roanoke County Circuit Court
Hon. Charles N. Dorsey,2011,Roanoke County Circuit Court
Hon. Clifford R. Weckstein,2011,Roanoke County Circuit Court
Hon. Leroy Francis Millette Jr.~*,2007,Prince William Circuit Court
Hon. Rossie D. Alston Jr.~,2007,Prince William Circuit Court
Hon. Lon Edward Farris~,2007,Prince William Circuit Court
Hon. William D. Hamblen~,2007,Prince William Circuit Court
Hon. Richard Bowen Potter~,2007,Prince William Circuit Court
Hon. John C. Kilgore~,2007,Scott Circuit Court
Hon. Birg E. Sergent*,2007,Scott Circuit Court
Hon. Tammy S. McElyea,2007,Scott Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge, Chief Judge",2009,Danville Circuit Court
Hon. William N. Alexander II,2009,Danville Circuit Court
Hon. David A. Melesco,2009,Danville Circuit Court
Hon. Charles J. Strauss,2009,Danville Circuit Court
Hon. Daniel T. Balfour~*,2008,Henrico Circuit Court
Hon. Catherine C. Hammond~,2008,Henrico Circuit Court
Hon. Lee A. Harris Jr.~,2008,Henrico Circuit Court
Hon. Gary A. Hicks~,2008,Henrico Circuit Court
Hon. Burnett Miller III~,2008,Henrico Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge, Chief Judge",2010,Roanoke City Circuit Court
"Hon. Jonathan M. Apgar, Presiding Judge",2010,Roanoke City Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2010,Roanoke City Circuit Court
"Hon. Clifford R. Weckstein, Presiding Judge",2010,Roanoke City Circuit Court
Hon. Robert P. Doherty Jr.,2010,Roanoke City Circuit Court
Hon. James R. Swanson,2010,Roanoke City Circuit Court
Hon. Theodore J. Markow~*,2006,Richmond Circuit Court
Hon. Bradley B. Cavedo~,2006,Richmond Circuit Court
Hon. Melvin R. Hughes Jr.~,2006,Richmond Circuit Court
Hon. Randall G. Johnson~,2006,Richmond Circuit Court
Hon. Beverly W. Snukals~,2006,Richmond Circuit Court
Hon. Margaret P. Spencer~,2006,Richmond Circuit Court
Hon. Walter W. Stout III~,2006,Richmond Circuit Court
Hon. Richard D. Taylor Jr.,2006,Richmond Circuit Court
"Hon. V. Thomas Forehand Jr., Presiding Judge, Chief Judge",2011,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2011,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2011,Chesapeake Circuit Court
"Hon. Bruce H. Kushner, Presiding Judge",2011,Chesapeake Circuit Court
"Hon. Randall D. Smith, Presiding Judge",2011,Chesapeake Circuit Court
"Hon. Marcus H. Long Jr., Chief Judge",2013,Floyd Circuit Court
Hon. Brett L. Geisler,2013,Floyd Circuit Court
Hon. Colin R. Gibb,2013,Floyd Circuit Court
Hon. Josiah T. Showalter Jr.,2013,Floyd Circuit Court
Hon. Robert M. D. Turk,2013,Floyd Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2013,Frederick Circuit Court
Hon. Clifford Lynwood Athey Jr.,2013,Frederick Circuit Court
Hon. Dennis Lee Hupp,2013,Frederick Circuit Court
Hon. James V. Lane,2013,Frederick Circuit Court
Hon. John E. Wetsel Jr.,2013,Frederick Circuit Court
"Hon. Malfourd W. Bo Trumbo, Presiding Judge",2011,Alleghany Circuit Court
"Hon. Humes J. Franklin Jr., Chief Judge",2011,Alleghany Circuit Court
Hon. Michael S. Irvine,2011,Alleghany Circuit Court
Hon. Victor V. Ludwig,2011,Alleghany Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2011,Fauquier Circuit Court
"Hon. Thomas D. Horne, Chief Judge",2011,Fauquier Circuit Court
Hon. James H. Chamblin,2011,Fauquier Circuit Court
Hon. Burke F. McCahill,2011,Fauquier Circuit Court
Hon. J. Martin Bass~,2007,Stafford Circuit Court
Hon. Harry T. Taliaferro III*,2007,Stafford Circuit Court
Hon. John Richard Alderman,2007,Stafford Circuit Court
Hon. George Mason III,2007,Stafford Circuit Court
Hon. Horace A. Revercomb III,2007,Stafford Circuit Court
Hon. John W. Scott Jr.,2007,Stafford Circuit Court
Hon. Ann Hunter Simpson,2007,Stafford Circuit Court
"Hon. J. Overton Harris, Presiding Judge",2011,Hanover Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2011,Hanover Circuit Court
Hon. J. Martin Bass,2011,Hanover Circuit Court
Hon. David H. Beck,2011,Hanover Circuit Court
Hon. Sarah L. Deneke,2011,Hanover Circuit Court
Hon. Joseph J. Ellis,2011,Hanover Circuit Court
Hon. Charles S. Sharp,2011,Hanover Circuit Court
Hon. Harry T. Taliaferro III,2011,Hanover Circuit Court
Hon. Dennis Lee Hupp~,2007,Shenandoah Circuit Court
Hon. John J. McGrath Jr.*,2007,Shenandoah Circuit Court
Hon. James V. Lane,2007,Shenandoah Circuit Court
Hon. John R. Prosser,2007,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2007,Shenandoah Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2011,Arlington Circuit Court
"Hon. James F. Almand, Presiding Judge",2011,Arlington Circuit Court
"Hon. Joanne F. Alper, Presiding Judge",2011,Arlington Circuit Court
Hon. Larry B. Kirksey~,2009,Bristol Circuit Court
Hon. C. Randall Lowe*,2009,Bristol Circuit Court
Hon. Isaac St. C. Freeman,2009,Bristol Circuit Court
"Hon. James V. Lane, Presiding Judge, Chief Judge",2010,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2010,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2010,Rockingham Circuit Court
Hon. John R. Prosser,2010,Rockingham Circuit Court
Hon. John E. Wetsel Jr.,2010,Rockingham Circuit Court
Hon. Rossie D. Alston Jr.~*,2009,Prince William Circuit Court
Hon. Lon Edward Farris~,2009,Prince William Circuit Court
Hon. William D. Hamblen~,2009,Prince William Circuit Court
Hon. Mary Grace O'Brien~,2009,Prince William Circuit Court
Hon. Richard Bowen Potter~,2009,Prince William Circuit Court
Hon. John C. Kilgore~*,2009,Scott Circuit Court
Hon. Joseph R. Carico,2009,Scott Circuit Court
Hon. Tammy S. McElyea,2009,Scott Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge, Chief Judge",2011,Danville Circuit Court
Hon. William N. Alexander II,2011,Danville Circuit Court
Hon. David A. Melesco,2011,Danville Circuit Court
Hon. Charles J. Strauss,2011,Danville Circuit Court
"Hon. Daniel T. Balfour, Presiding Judge, Chief Judge",2010,Henrico Circuit Court
"Hon. Catherine C. Hammond, Presiding Judge",2010,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2010,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2010,Henrico Circuit Court
"Hon. Burnett Miller III, Presiding Judge",2010,Henrico Circuit Court
"Hon. William D. Broadhurst, Presiding Judge, Chief Judge",2011,Roanoke City Circuit Court
"Hon. Jonathan M. Apgar, Presiding Judge",2011,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2011,Roanoke City Circuit Court
"Hon. Clifford R. Weckstein, Presiding Judge",2011,Roanoke City Circuit Court
Hon. Robert P. Doherty Jr.,2011,Roanoke City Circuit Court
Hon. James R. Swanson,2011,Roanoke City Circuit Court
Hon. Walter W. Stout III~*,2007,Richmond Circuit Court
Hon. Bradley B. Cavedo~,2007,Richmond Circuit Court
Hon. Melvin R. Hughes Jr.~,2007,Richmond Circuit Court
Hon. C. N. Jenkins Jr.~,2007,Richmond Circuit Court
Hon. Theodore J. Markow~,2007,Richmond Circuit Court
Hon. Beverly W. Snukals~,2007,Richmond Circuit Court
Hon. Margaret P. Spencer~,2007,Richmond Circuit Court
Hon. Richard D. Taylor Jr.~,2007,Richmond Circuit Court
"Hon. Robert P. Doherty Jr., Presiding Judge",2012,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2012,Roanoke County Circuit Court
"Hon. William D. Broadhurst, Chief Judge",2012,Roanoke County Circuit Court
Hon. Jonathan M. Apgar,2012,Roanoke County Circuit Court
Hon. Charles N. Dorsey,2012,Roanoke County Circuit Court
Hon. Clifford R. Weckstein,2012,Roanoke County Circuit Court
"Hon. Marcus H. Long Jr., Chief Judge",2014,Floyd Circuit Court
Hon. Brett L. Geisler,2014,Floyd Circuit Court
Hon. Colin R. Gibb,2014,Floyd Circuit Court
Hon. Josiah T. Showalter Jr.,2014,Floyd Circuit Court
Hon. Robert M. D. Turk,2014,Floyd Circuit Court
"Hon. V. Thomas Forehand Jr., Presiding Judge, Chief Judge",2012,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2012,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2012,Chesapeake Circuit Court
"Hon. Bruce H. Kushner, Presiding Judge",2012,Chesapeake Circuit Court
"Hon. Randall D. Smith, Presiding Judge",2012,Chesapeake Circuit Court
"Hon. Malfourd W. Trumbo, Presiding Judge, Chief Judge",2012,Alleghany Circuit Court
Hon. Humes J. Franklin Jr.,2012,Alleghany Circuit Court
Hon. Michael S. Irvine,2012,Alleghany Circuit Court
Hon. Victor V. Ludwig,2012,Alleghany Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2012,Fauquier Circuit Court
"Hon. James H. Chamblin, Chief Judge",2012,Fauquier Circuit Court
Hon. Thomas D. Horne,2012,Fauquier Circuit Court
Hon. Burke F. McCahill,2012,Fauquier Circuit Court
Hon. Dennis Lee Hupp~,2008,Shenandoah Circuit Court
Hon. John R. Prosser*,2008,Shenandoah Circuit Court
Hon. James V. Lane,2008,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2008,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2008,Shenandoah Circuit Court
"Hon. J. Overton Harris, Presiding Judge",2012,Hanover Circuit Court
"Hon. David H. Beck, Chief Judge",2012,Hanover Circuit Court
Hon. J. Martin Bass,2012,Hanover Circuit Court
Hon. Sarah L. Deneke,2012,Hanover Circuit Court
Hon. Joseph J. Ellis,2012,Hanover Circuit Court
Hon. Charles S. Sharp,2012,Hanover Circuit Court
Hon. Harry T. Taliaferro III,2012,Hanover Circuit Court
Hon. Gordon F. Willis,2012,Hanover Circuit Court
"Hon. Larry B. Kirksey, Presiding Judge",2010,Bristol Circuit Court
"Hon. C. Randall Lowe, Chief Judge",2010,Bristol Circuit Court
Hon. Isaac St. C. Freeman,2010,Bristol Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2014,Frederick Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2014,Frederick Circuit Court
Hon. Bruce D. Albertson,2014,Frederick Circuit Court
Hon. Dennis Lee Hupp,2014,Frederick Circuit Court
Hon. John E. Wetsel Jr.,2014,Frederick Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2012,Arlington Circuit Court
Hon. Louise M. DiMatteo,2012,Arlington Circuit Court
Hon. Daniel S. Fiore,2012,Arlington Circuit Court
"Hon. Lon Edward Farris, Presiding Judge, Chief Judge",2010,Prince William Circuit Court
"Hon. William D. Hamblen, Presiding Judge",2010,Prince William Circuit Court
"Hon. Mary Grace O'Brien, Presiding Judge",2010,Prince William Circuit Court
"Hon. Richard Bowen Potter, Presiding Judge",2010,Prince William Circuit Court
Hon. Craig D. Johnston,2010,Prince William Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge",2012,Danville Circuit Court
"Hon. William N. Alexander II, Chief Judge",2012,Danville Circuit Court
Hon. Charles J. Strauss,2012,Danville Circuit Court
"Hon. James V. Lane, Presiding Judge, Chief Judge",2011,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2011,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2011,Rockingham Circuit Court
Hon. John E. Wetsel Jr.,2011,Rockingham Circuit Court
Hon. J. Martin Bass~,2008,Stafford Circuit Court
Hon. Harry T. Taliaferro III*,2008,Stafford Circuit Court
Hon. David H. Beck,2008,Stafford Circuit Court
Hon. George Mason III,2008,Stafford Circuit Court
Hon. Horace A. Revercomb III,2008,Stafford Circuit Court
Hon. John W. Scott Jr.,2008,Stafford Circuit Court
Hon. Gordon F. Willis,2008,Stafford Circuit Court
"Hon. Catherine C. Hammond, Presiding Judge, Chief Judge",2011,Henrico Circuit Court
"Hon. Daniel T. Balfour, Presiding Judge",2011,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2011,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2011,Henrico Circuit Court
"Hon. Clifford R. Weckstein, Presiding Judge, Chief Judge",2012,Roanoke City Circuit Court
"Hon. Jonathan M. Apgar, Presiding Judge",2012,Roanoke City Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2012,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2012,Roanoke City Circuit Court
Hon. Robert P. Doherty Jr.,2012,Roanoke City Circuit Court
Hon. James R. Swanson,2012,Roanoke City Circuit Court
Hon. Walter W. Stout III~*,2008,Richmond Circuit Court
Hon. Bradley B. Cavedo~,2008,Richmond Circuit Court
Hon. Melvin R. Hughes Jr.~,2008,Richmond Circuit Court
Hon. C. N. Jenkins Jr.~,2008,Richmond Circuit Court
Hon. Theodore J. Markow~,2008,Richmond Circuit Court
Hon. Beverly W. Snukals~,2008,Richmond Circuit Court
Hon. Margaret P. Spencer~,2008,Richmond Circuit Court
Hon. Richard D. Taylor Jr.~,2008,Richmond Circuit Court
"Hon. Robert P. Doherty Jr., Presiding Judge",2013,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2013,Roanoke County Circuit Court
"Hon. Clifford R. Weckstein, Chief Judge",2013,Roanoke County Circuit Court
Hon. Jonathan M. Apgar,2013,Roanoke County Circuit Court
Hon. William D. Broadhurst,2013,Roanoke County Circuit Court
Hon. Charles N. Dorsey,2013,Roanoke County Circuit Court
"Hon. Josiah T. Showalter Jr., Chief Judge",2015,Floyd Circuit Court
Hon. Bradley W. Finch,2015,Floyd Circuit Court
Hon. Brett L. Geisler,2015,Floyd Circuit Court
Hon. H. Lee Harrell,2015,Floyd Circuit Court
Hon. Marcus H. Long Jr.,2015,Floyd Circuit Court
Hon. Robert M. D. Turk,2015,Floyd Circuit Court
"Hon. V. Thomas Forehand Jr., Presiding Judge, Chief Judge",2013,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2013,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2013,Chesapeake Circuit Court
"Hon. Bruce H. Kushner, Presiding Judge",2013,Chesapeake Circuit Court
"Hon. Randall D. Smith, Presiding Judge",2013,Chesapeake Circuit Court
"Hon. Malfourd W. Trumbo, Presiding Judge, Chief Judge",2013,Alleghany Circuit Court
Hon. Michael S. Irvine,2013,Alleghany Circuit Court
Hon. Victor V. Ludwig,2013,Alleghany Circuit Court
Hon. Charles L. Ricketts III,2013,Alleghany Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2013,Fauquier Circuit Court
"Hon. James H. Chamblin, Chief Judge",2013,Fauquier Circuit Court
Hon. Thomas D. Horne,2013,Fauquier Circuit Court
Hon. Burke F. McCahill,2013,Fauquier Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2010,Shenandoah Circuit Court
"Hon. John R. Prosser, Chief Judge",2010,Shenandoah Circuit Court
Hon. James V. Lane,2010,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2010,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2010,Shenandoah Circuit Court
"Hon. J. Overton Harris, Presiding Judge",2013,Hanover Circuit Court
"Hon. David H. Beck, Chief Judge",2013,Hanover Circuit Court
Hon. Sarah L. Deneke,2013,Hanover Circuit Court
Hon. Joseph J. Ellis,2013,Hanover Circuit Court
Hon. Patricia Kelly,2013,Hanover Circuit Court
Hon. Michael E. Levy,2013,Hanover Circuit Court
Hon. Charles S. Sharp,2013,Hanover Circuit Court
Hon. Harry T. Taliaferro III,2013,Hanover Circuit Court
Hon. Gordon F. Willis,2013,Hanover Circuit Court
"Hon. John C. Kilgore, Presiding Judge",2011,Scott Circuit Court
"Hon. Tammy S. McElyea, Chief Judge",2011,Scott Circuit Court
"Hon. Larry B. Kirksey, Presiding Judge",2011,Bristol Circuit Court
"Hon. C. Randall Lowe, Chief Judge",2011,Bristol Circuit Court
Hon. Isaac St. C. Freeman,2011,Bristol Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2013,Arlington Circuit Court
Hon. Louise M. DiMatteo,2013,Arlington Circuit Court
Hon. Daniel S. Fiore II,2013,Arlington Circuit Court
"Hon. Lon Edward Farris, Presiding Judge, Chief Judge",2011,Prince William Circuit Court
"Hon. William D. Hamblen, Presiding Judge",2011,Prince William Circuit Court
"Hon. Craig D. Johnston, Presiding Judge",2011,Prince William Circuit Court
"Hon. Mary Grace O'Brien, Presiding Judge",2011,Prince William Circuit Court
"Hon. Richard Bowen Potter, Presiding Judge",2011,Prince William Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge",2013,Danville Circuit Court
"Hon. William N. Alexander II, Chief Judge",2013,Danville Circuit Court
Hon. Stacey W. Moreau,2013,Danville Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge, Chief Judge",2012,Rockingham Circuit Court
"Hon. James V. Lane, Presiding Judge",2012,Rockingham Circuit Court
Hon. Clifford Lynwood Athey Jr.,2012,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2012,Rockingham Circuit Court
Hon. John E. Wetsel Jr.,2012,Rockingham Circuit Court
Hon. J. Martin Bass~*,2009,Stafford Circuit Court
Hon. Gordon F. Willis~,2009,Stafford Circuit Court
Hon. David H. Beck,2009,Stafford Circuit Court
Hon. Joseph J. Ellis,2009,Stafford Circuit Court
Hon. J. Overton Harris,2009,Stafford Circuit Court
Hon. Horace A. Revercomb III,2009,Stafford Circuit Court
Hon. Charles S. Sharp,2009,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2009,Stafford Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge, Chief Judge",2012,Henrico Circuit Court
"Hon. Catherine C. Hammond, Presiding Judge",2012,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2012,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2012,Henrico Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge",2012,Henrico Circuit Court
"Hon. Clifford R. Weckstein, Presiding Judge, Chief Judge",2013,Roanoke City Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2013,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2013,Roanoke City Circuit Court
Hon. David B. Carson,2013,Roanoke City Circuit Court
Hon. James R. Swanson,2013,Roanoke City Circuit Court
Hon. Beverly W. Snukals~*,2009,Richmond Circuit Court
Hon. Bradley B. Cavedo~,2009,Richmond Circuit Court
Hon. Melvin R. Hughes Jr.~,2009,Richmond Circuit Court
Hon. C. N. Jenkins Jr.~,2009,Richmond Circuit Court
Hon. Theodore J. Markow~,2009,Richmond Circuit Court
Hon. Margaret P. Spencer~,2009,Richmond Circuit Court
Hon. Walter W. Stout III~,2009,Richmond Circuit Court
Hon. Richard D. Taylor Jr.~,2009,Richmond Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2014,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2014,Roanoke County Circuit Court
"Hon. Clifford R. Weckstein, Chief Judge",2014,Roanoke County Circuit Court
Hon. William D. Broadhurst,2014,Roanoke County Circuit Court
Hon. David B. Carson,2014,Roanoke County Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2014,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2014,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2014,Chesapeake Circuit Court
"Hon. V. Thomas Forehand Jr., Presiding Judge",2014,Chesapeake Circuit Court
"Hon. Marcus H. Long Jr., Presiding Judge",2017,Floyd Circuit Court
"Hon. Josiah T. Showalter Jr., Chief Judge",2017,Floyd Circuit Court
Hon. Bradley W. Finch,2017,Floyd Circuit Court
Hon. Brett L. Geisler,2017,Floyd Circuit Court
Hon. H. Lee Harrell,2017,Floyd Circuit Court
Hon. Robert M. D. Turk,2017,Floyd Circuit Court
"Hon. Malfourd W. Trumbo, Presiding Judge, Chief Judge",2015,Alleghany Circuit Court
Hon. Michael S. Irvine,2015,Alleghany Circuit Court
Hon. Victor V. Ludwig,2015,Alleghany Circuit Court
Hon. Charles L. Ricketts III,2015,Alleghany Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2011,Shenandoah Circuit Court
"Hon. James V. Lane, Chief Judge",2011,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2011,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2011,Shenandoah Circuit Court
"Hon. J. Overton Harris, Presiding Judge",2015,Hanover Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2015,Hanover Circuit Court
Hon. Sarah L. Deneke,2015,Hanover Circuit Court
Hon. Herbert M. Hewitt,2015,Hanover Circuit Court
Hon. Patricia Kelly,2015,Hanover Circuit Court
Hon. Michael E. Levy,2015,Hanover Circuit Court
Hon. Charles S. Sharp,2015,Hanover Circuit Court
Hon. Harry T. Taliaferro III,2015,Hanover Circuit Court
Hon. Gordon F. Willis,2015,Hanover Circuit Court
Hon. Victoria A. B. Willis,2015,Hanover Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2015,Frederick Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2015,Frederick Circuit Court
Hon. Bruce D. Albertson,2015,Frederick Circuit Court
Hon. Dennis Lee Hupp,2015,Frederick Circuit Court
Hon. Ronald Lewis Napier,2015,Frederick Circuit Court
Hon. Clark Andrew Ritchie,2015,Frederick Circuit Court
Hon. John E. Wetsel Jr.,2015,Frederick Circuit Court
"Hon. John C. Kilgore, Presiding Judge, Chief Judge",2012,Scott Circuit Court
Hon. Chadwick S. Dotson,2012,Scott Circuit Court
Hon. Tammy S. McElyea,2012,Scott Circuit Court
"Hon. C. Randall Lowe, Chief Judge",2012,Bristol Circuit Court
Hon. Isaac St. C. Freeman,2012,Bristol Circuit Court
Hon. Sage B. Johnson,2012,Bristol Circuit Court
"Hon. Lon Edward Farris, Presiding Judge, Chief Judge",2012,Prince William Circuit Court
"Hon. William D. Hamblen, Presiding Judge",2012,Prince William Circuit Court
"Hon. Craig D. Johnston, Presiding Judge",2012,Prince William Circuit Court
"Hon. Mary Grace O'Brien, Presiding Judge",2012,Prince William Circuit Court
"Hon. Richard Bowen Potter, Presiding Judge",2012,Prince William Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2014,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2014,Arlington Circuit Court
"Hon. Louise DiMatteo Megaree, Presiding Judge",2014,Arlington Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge, Chief Judge",2014,Danville Circuit Court
"Hon. James J. Reynolds, Presiding Judge",2014,Danville Circuit Court
Hon. William N. Alexander II,2014,Danville Circuit Court
Hon. Stacey W. Moreau,2014,Danville Circuit Court
"Hon. J. Martin Bass, Presiding Judge",2011,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2011,Stafford Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2011,Stafford Circuit Court
Hon. David H. Beck,2011,Stafford Circuit Court
Hon. Joseph J. Ellis,2011,Stafford Circuit Court
Hon. J. Overton Harris,2011,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2011,Stafford Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge, Chief Judge",2013,Rockingham Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge",2013,Rockingham Circuit Court
Hon. Clifford Lynwood Athey Jr.,2013,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2013,Rockingham Circuit Court
Hon. John E. Wetsel Jr.,2013,Rockingham Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2014,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2014,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2014,Roanoke City Circuit Court
"Hon. Clifford R. Weckstein, Presiding Judge",2014,Roanoke City Circuit Court
"Hon. James R. Swanson, Chief Judge",2014,Roanoke City Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge, Chief Judge",2013,Henrico Circuit Court
"Hon. Catherine C. Hammond, Presiding Judge",2013,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2013,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2013,Henrico Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge",2013,Henrico Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge, Chief Judge",2011,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2011,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2011,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2011,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2011,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2011,Richmond Circuit Court
"Hon. Walter W. Stout III, Presiding Judge",2011,Richmond Circuit Court
"Hon. James R. Swanson, Presiding Judge, Chief Judge",2015,Roanoke County Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2015,Roanoke County Circuit Court
Hon. William D. Broadhurst,2015,Roanoke County Circuit Court
Hon. David B. Carson,2015,Roanoke County Circuit Court
Hon. Clifford R. Weckstein,2015,Roanoke County Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2014,Fauquier Circuit Court
"Hon. Burke F. McCahill, Chief Judge",2014,Fauquier Circuit Court
Hon. Stephen E. Sincavage,2014,Fauquier Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2015,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2015,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2015,Chesapeake Circuit Court
"Hon. Timothy S. Wright, Presiding Judge",2015,Chesapeake Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2012,Shenandoah Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2012,Shenandoah Circuit Court
Hon. Clifford Lynword Athey Jr.,2012,Shenandoah Circuit Court
Hon. James V. Lane,2012,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2012,Shenandoah Circuit Court
"Hon. Malfourd W. Trumbo, Presiding Judge, Chief Judge",2016,Alleghany Circuit Court
Hon. Victor V. Ludwig,2016,Alleghany Circuit Court
