Judge,Year,Court
Hon. Charles L. Ricketts III,2016,Alleghany Circuit Court
"Hon. Marcus H. Long Jr., Presiding Judge",2018,Floyd Circuit Court
"Hon. Josiah T. Showalter Jr., Chief Judge",2018,Floyd Circuit Court
Hon. Bradley W. Finch,2018,Floyd Circuit Court
Hon. Brett L. Geisler,2018,Floyd Circuit Court
Hon. H. Lee Harrell,2018,Floyd Circuit Court
Hon. Robert M. D. Turk,2018,Floyd Circuit Court
"Hon. John C. Kilgore, Presiding Judge, Chief Judge",2013,Scott Circuit Court
Hon. Chadwick S. Dotson,2013,Scott Circuit Court
Hon. Tammy S. McElyea,2013,Scott Circuit Court
"Hon. C. Randall Lowe, Chief Judge",2013,Bristol Circuit Court
Hon. Sage B. Johnson,2013,Bristol Circuit Court
Hon. Deanis L. Simmons,2013,Bristol Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2016,Frederick Circuit Court
"Hon. Neil Randolph Bryant, Presiding Judge",2016,Frederick Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2016,Frederick Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2016,Frederick Circuit Court
Hon. Bruce D. Albertson,2016,Frederick Circuit Court
Hon. Dennis Lee Hupp,2016,Frederick Circuit Court
Hon. Ronald Lewis Napier,2016,Frederick Circuit Court
Hon. Clark Andrew Ritchie,2016,Frederick Circuit Court
"Hon. J. Overton Harris, Presiding Judge",2016,Hanover Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2016,Hanover Circuit Court
Hon. Sarah L. Deneke,2016,Hanover Circuit Court
Hon. Herbert M. Hewitt,2016,Hanover Circuit Court
Hon. Patricia Kelly,2016,Hanover Circuit Court
Hon. Michael E. Levy,2016,Hanover Circuit Court
Hon. Charles S. Sharp,2016,Hanover Circuit Court
Hon. Harry T. Taliaferro III,2016,Hanover Circuit Court
Hon. Gordon F. Willis,2016,Hanover Circuit Court
Hon. Victoria A. B. Willis,2016,Hanover Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2015,Arlington Circuit Court
"Hon. Louise M. DiMatteo, Presiding Judge",2015,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2015,Arlington Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge, Chief Judge",2015,Danville Circuit Court
"Hon. James J. Reynolds, Presiding Judge",2015,Danville Circuit Court
Hon. Stacey W. Moreau,2015,Danville Circuit Court
Hon. Clyde H Perdue Jr.,2015,Danville Circuit Court
"Hon. Mary Grace O'Brien, Presiding Judge, Chief Judge",2013,Prince William Circuit Court
"Hon. Lon Edward Farris, Presiding Judge",2013,Prince William Circuit Court
"Hon. Craig D. Johnston, Presiding Judge",2013,Prince William Circuit Court
"Hon. Richard Bowen Potter, Presiding Judge",2013,Prince William Circuit Court
Hon. Carroll A. Weimer,2013,Prince William Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge, Chief Judge",2015,Rockingham Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge",2015,Rockingham Circuit Court
Hon. Clifford Lynwood Athey Jr.,2015,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2015,Rockingham Circuit Court
Hon. Ronald Lewis Napier,2015,Rockingham Circuit Court
Hon. Clark Andrew Ritchie,2015,Rockingham Circuit Court
Hon. John E. Wetsel Jr.,2015,Rockingham Circuit Court
"Hon. Catherine C. Hammond, Presiding Judge, Chief Judge",2014,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2014,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2014,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2014,Henrico Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge",2014,Henrico Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2015,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2015,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2015,Roanoke City Circuit Court
"Hon. James R. Swanson, Chief Judge",2015,Roanoke City Circuit Court
"Hon. J. Martin Bass, Presiding Judge",2012,Stafford Circuit Court
"Hon. Sarah L. Deneke, Presiding Judge",2012,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2012,Stafford Circuit Court
"Hon. Gordon F. Willis, Chief Judge",2012,Stafford Circuit Court
Hon. David H. Beck,2012,Stafford Circuit Court
Hon. Joseph J. Ellis,2012,Stafford Circuit Court
Hon. J. Overton Harris,2012,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2012,Stafford Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge",2015,Fauquier Circuit Court
"Hon. Burke F. McCahill, Chief Judge",2015,Fauquier Circuit Court
Hon. Douglas L. Fleming Jr.,2015,Fauquier Circuit Court
Hon. Jeanette Aldora Irby,2015,Fauquier Circuit Court
Hon. Stephen E. Sincavage,2015,Fauquier Circuit Court
"Hon. James R. Swanson, Presiding Judge, Chief Judge",2016,Roanoke County Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2016,Roanoke County Circuit Court
Hon. William D. Broadhurst,2016,Roanoke County Circuit Court
Hon. David B. Carson,2016,Roanoke County Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2016,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2016,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2016,Chesapeake Circuit Court
"Hon. Timothy S. Wright, Presiding Judge",2016,Chesapeake Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge, Chief Judge",2012,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2012,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2012,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2012,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2012,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2012,Richmond Circuit Court
"Hon. Walter W. Stout III, Presiding Judge",2012,Richmond Circuit Court
"Hon. Marcus H. Long Jr., Presiding Judge",2019,Floyd Circuit Court
"Hon. Josiah T. Showalter Jr., Chief Judge",2019,Floyd Circuit Court
Hon. Bradley W. Finch,2019,Floyd Circuit Court
Hon. Brett L. Geisler,2019,Floyd Circuit Court
Hon. H. Lee Harrell,2019,Floyd Circuit Court
Hon. Robert M. D. Turk,2019,Floyd Circuit Court
"Hon. John C. Kilgore, Presiding Judge",2014,Scott Circuit Court
"Hon. Chadwick S. Dotson, Chief Judge",2014,Scott Circuit Court
Hon. Tammy S. McElyea,2014,Scott Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2013,Shenandoah Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2013,Shenandoah Circuit Court
Hon. Bruce D. Albertson,2013,Shenandoah Circuit Court
Hon. Clifford Lynwood Athey Jr.,2013,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2013,Shenandoah Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge, Chief Judge",2017,Frederick Circuit Court
"Hon. Neil Randolph Bryant, Presiding Judge",2017,Frederick Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2017,Frederick Circuit Court
Hon. Bruce D. Albertson,2017,Frederick Circuit Court
Hon. Dennis Lee Hupp,2017,Frederick Circuit Court
Hon. Ronald Lewis Napier,2017,Frederick Circuit Court
Hon. Clark Andrew Ritchie,2017,Frederick Circuit Court
Hon. Thomas J. Wilson IV,2017,Frederick Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2015,Bristol Circuit Court
Hon. C. Randall Lowe,2015,Bristol Circuit Court
Hon. Deanis L. Simmons,2015,Bristol Circuit Court
"Hon. J. Overton Harris, Presiding Judge, Chief Judge",2017,Hanover Circuit Court
"Hon. Patricia Kelly, Presiding Judge",2017,Hanover Circuit Court
Hon. Sarah L. Deneke,2017,Hanover Circuit Court
Hon. Joseph J. Ellis,2017,Hanover Circuit Court
Hon. Herbert M. Hewitt,2017,Hanover Circuit Court
Hon. Michael E. Levy,2017,Hanover Circuit Court
Hon. R. Michael McKenney,2017,Hanover Circuit Court
Hon. Ricardo Rigual,2017,Hanover Circuit Court
Hon. Charles S. Sharp,2017,Hanover Circuit Court
Hon. Gordon F. Willis,2017,Hanover Circuit Court
Hon. Victoria A. B. Willis,2017,Hanover Circuit Court
"Hon. Malfourd W. Trumbo, Presiding Judge, Chief Judge",2017,Alleghany Circuit Court
"Hon. W. Chapman Goodwin, Presiding Judge",2017,Alleghany Circuit Court
Hon. Anita D. Filson,2017,Alleghany Circuit Court
Hon. Victor V. Ludwig,2017,Alleghany Circuit Court
Hon. Charles L. Ricketts III,2017,Alleghany Circuit Court
"Hon. Craig D. Johnston, Presiding Judge, Chief Judge",2014,Prince William Circuit Court
"Hon. Lon Edward Farris, Presiding Judge",2014,Prince William Circuit Court
"Hon. Mary Grace O'Brien, Presiding Judge",2014,Prince William Circuit Court
"Hon. Richard Bowen Potter, Presiding Judge",2014,Prince William Circuit Court
"Hon. Carroll A. Weimer, Presiding Judge",2014,Prince William Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2016,Arlington Circuit Court
"Hon. Louise M. DiMatteo, Presiding Judge",2016,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2016,Arlington Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge, Chief Judge",2016,Rockingham Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge",2016,Rockingham Circuit Court
Hon. Clifford Lynwood Athey Jr.,2016,Rockingham Circuit Court
Hon. Neil Randolph Bryant,2016,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2016,Rockingham Circuit Court
Hon. Alexander R. Iden,2016,Rockingham Circuit Court
Hon. Ronald Lewis Napier,2016,Rockingham Circuit Court
Hon. Clark Andrew Ritchie,2016,Rockingham Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge, Chief Judge",2016,Roanoke City Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2016,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2016,Roanoke City Circuit Court
Hon. J. Christopher Clemens,2016,Roanoke City Circuit Court
Hon. James R. Swanson,2016,Roanoke City Circuit Court
"Hon. Gary A. Hicks, Presiding Judge, Chief Judge",2015,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2015,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2015,Henrico Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge",2015,Henrico Circuit Court
Hon. John Marshall,2015,Henrico Circuit Court
"Hon. J. Martin Bass, Presiding Judge",2013,Stafford Circuit Court
"Hon. Sarah L. Deneke, Presiding Judge",2013,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2013,Stafford Circuit Court
"Hon. David H. Beck, Chief Judge",2013,Stafford Circuit Court
Hon. Joseph J. Ellis,2013,Stafford Circuit Court
Hon. J. Overton Harris,2013,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2013,Stafford Circuit Court
Hon. Gordon F. Willis,2013,Stafford Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge, Chief Judge",2017,Roanoke County Circuit Court
"Hon. David B. Carson, Presiding Judge",2017,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2017,Roanoke County Circuit Court
Hon. William D. Broadhurst,2017,Roanoke County Circuit Court
Hon. J. Christopher Clemens,2017,Roanoke County Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2017,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2017,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2017,Chesapeake Circuit Court
"Hon. Timothy S. Wright, Presiding Judge",2017,Chesapeake Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge, Chief Judge",2016,Danville Circuit Court
"Hon. James J. Reynolds, Presiding Judge",2016,Danville Circuit Court
Hon. Stacey W. Moreau,2016,Danville Circuit Court
Hon. Clyde H Perdue Jr.,2016,Danville Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge, Chief Judge",2013,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2013,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2013,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2013,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2013,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2013,Richmond Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge",2013,Richmond Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge, Chief Judge",2016,Fauquier Circuit Court
Hon. Douglas L. Fleming Jr.,2016,Fauquier Circuit Court
Hon. Jeanette A. Irby,2016,Fauquier Circuit Court
Hon. Burke F. McCahill,2016,Fauquier Circuit Court
Hon. Stephen E. Sincavage,2016,Fauquier Circuit Court
"Hon. John C. Kilgore, Presiding Judge",2015,Scott Circuit Court
"Hon. Chadwick S. Dotson, Chief Judge",2015,Scott Circuit Court
Hon. Jeffrey Hamilton,2015,Scott Circuit Court
Hon. Tammy S. McElyea,2015,Scott Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2014,Shenandoah Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2014,Shenandoah Circuit Court
Hon. Bruce D. Albertson,2014,Shenandoah Circuit Court
Hon. Clifford Lynwood Athey Jr.,2014,Shenandoah Circuit Court
Hon. John E. Wetsel Jr.,2014,Shenandoah Circuit Court
"Hon. Marcus H. Long Jr., Presiding Judge, Chief Judge",2020,Floyd Circuit Court
Hon. Bradley W. Finch,2020,Floyd Circuit Court
Hon. Brett L. Geisler,2020,Floyd Circuit Court
Hon. Hugh Lee Harrell,2020,Floyd Circuit Court
Hon. Josiah T. Showalter Jr.,2020,Floyd Circuit Court
Hon. Robert M. D. Turk,2020,Floyd Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2016,Bristol Circuit Court
Hon. C. Randall Lowe,2016,Bristol Circuit Court
Hon. Deanis L. Simmons,2016,Bristol Circuit Court
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2017,Arlington Circuit Court
"Hon. Louise M. DiMatteo, Presiding Judge",2017,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2017,Arlington Circuit Court
"Hon. W. Chapman Goodwin, Presiding Judge",2018,Alleghany Circuit Court
"Hon. Charles L. Ricketts III, Chief Judge",2018,Alleghany Circuit Court
Hon. Joel R. Branscom,2018,Alleghany Circuit Court
Hon. Anita D. Filson,2018,Alleghany Circuit Court
Hon. Victor V. Ludwig,2018,Alleghany Circuit Court
"Hon. Craig D. Johnston, Presiding Judge, Chief Judge",2015,Prince William Circuit Court
"Hon. Lon Edward Farris, Presiding Judge",2015,Prince William Circuit Court
"Hon. Carroll A. Weimer, Presiding Judge",2015,Prince William Circuit Court
Hon. Tracy Calvin Hudson,2015,Prince William Circuit Court
Hon. Kimberly A. Irving,2015,Prince William Circuit Court
Hon. Steven S. Smith,2015,Prince William Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge",2017,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2017,Rockingham Circuit Court
"Hon. Clifford Lynwood Athey Jr., Chief Judge",2017,Rockingham Circuit Court
Hon. Neil Randolph Bryant,2017,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2017,Rockingham Circuit Court
Hon. Alexander R. Iden,2017,Rockingham Circuit Court
Hon. Ronald Lewis Napier,2017,Rockingham Circuit Court
Hon. Clark Andrew Ritchie,2017,Rockingham Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge, Chief Judge",2017,Roanoke City Circuit Court
"Hon. William D. Broadhurst, Presiding Judge",2017,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2017,Roanoke City Circuit Court
Hon. J. Christopher Clemens,2017,Roanoke City Circuit Court
Hon. James R. Swanson,2017,Roanoke City Circuit Court
"Hon. Sarah L. Deneke, Presiding Judge",2014,Stafford Circuit Court
"Hon. Michael E. Levy, Presiding Judge",2014,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2014,Stafford Circuit Court
"Hon. David H. Beck, Chief Judge",2014,Stafford Circuit Court
Hon. Joseph J. Ellis,2014,Stafford Circuit Court
Hon. J. Overton Harris,2014,Stafford Circuit Court
Hon. Patricia Kelly,2014,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2014,Stafford Circuit Court
Hon. Gordon F. Willis,2014,Stafford Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge, Chief Judge",2016,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2016,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2016,Henrico Circuit Court
"Hon. John Marshall, Presiding Judge",2016,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2016,Henrico Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge, Chief Judge",2018,Roanoke County Circuit Court
"Hon. David B. Carson, Presiding Judge",2018,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2018,Roanoke County Circuit Court
Hon. William D. Broadhurst,2018,Roanoke County Circuit Court
Hon. J. Christopher Clemens,2018,Roanoke County Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge, Chief Judge",2018,Frederick Circuit Court
"Hon. Neil Randolph Bryant, Presiding Judge",2018,Frederick Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2018,Frederick Circuit Court
Hon. Bruce D. Albertson,2018,Frederick Circuit Court
Hon. Dennis Lee Hupp,2018,Frederick Circuit Court
Hon. Ronald Lewis Napier,2018,Frederick Circuit Court
Hon. Clark Andrew Ritchie,2018,Frederick Circuit Court
Hon. Thomas J. Wilson IV,2018,Frederick Circuit Court
"Hon. J. Overton Harris, Presiding Judge, Chief Judge",2018,Hanover Circuit Court
"Hon. Patricia Kelly, Presiding Judge",2018,Hanover Circuit Court
Hon. Sarah L. Deneke,2018,Hanover Circuit Court
Hon. Joseph J. Ellis,2018,Hanover Circuit Court
Hon. Herbert M. Hewitt,2018,Hanover Circuit Court
Hon. Michael E. Levy,2018,Hanover Circuit Court
Hon. R. Michael McKenney,2018,Hanover Circuit Court
Hon. Ricardo Rigual,2018,Hanover Circuit Court
Hon. Charles S. Sharp,2018,Hanover Circuit Court
Hon. Gordon F. Willis,2018,Hanover Circuit Court
Hon. Victoria A. B. Willis,2018,Hanover Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge, Chief Judge",2014,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2014,Richmond Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge",2014,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2014,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2014,Richmond Circuit Court
"Hon. Margaret P. Spencer, Presiding Judge",2014,Richmond Circuit Court
"Hon. Richard D. Taylor Jr., Presiding Judge",2014,Richmond Circuit Court
"Hon. Jeffrey W. Parker, Presiding Judge, Chief Judge",2017,Fauquier Circuit Court
Hon. Douglas L. Fleming Jr.,2017,Fauquier Circuit Court
Hon. Jeanette A. Irby,2017,Fauquier Circuit Court
Hon. Stephen E. Sincavage,2017,Fauquier Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2018,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2018,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2018,Chesapeake Circuit Court
"Hon. Timothy S. Wright, Presiding Judge",2018,Chesapeake Circuit Court
"Hon. John C. Kilgore, Presiding Judge",2016,Scott Circuit Court
"Hon. Chadwick S. Dotson, Chief Judge",2016,Scott Circuit Court
Hon. Jeffrey Hamilton,2016,Scott Circuit Court
Hon. Tammy S. McElyea,2016,Scott Circuit Court
"Hon. Joseph W. Milam Jr., Presiding Judge",2017,Danville Circuit Court
"Hon. James J. Reynolds, Presiding Judge",2017,Danville Circuit Court
"Hon. Stacey W. Moreau, Chief Judge",2017,Danville Circuit Court
Hon. Clyde H Perdue Jr.,2017,Danville Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2015,Shenandoah Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2015,Shenandoah Circuit Court
"Hon. Ronald Lewis Napier, Presiding Judge",2015,Shenandoah Circuit Court
"Hon. Thomas J. Wilson IV, Chief Judge",2015,Shenandoah Circuit Court
Hon. Bruce D. Albertson,2015,Shenandoah Circuit Court
Hon. Neil Randolph Bryant,2015,Shenandoah Circuit Court
Hon. Alexander R. Iden,2015,Shenandoah Circuit Court
Hon. Clark Andrew Ritchie,2015,Shenandoah Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2017,Bristol Circuit Court
Hon. C. Randall Lowe,2017,Bristol Circuit Court
Hon. Deanis L. Simmons,2017,Bristol Circuit Court
"Hon. Charles L. Ricketts III, Chief Judge",2019,Alleghany Circuit Court
Hon. Joel R. Branscom,2019,Alleghany Circuit Court
Hon. Anita D. Filson,2019,Alleghany Circuit Court
Hon. W. Chapman Goodwin,2019,Alleghany Circuit Court
Hon. A. B. Shockley~,2001,Virginia Beach
Hon. G. A. Tyler~,2001,Virginia Beach
Hon. F. B. Lowe~,2001,Virginia Beach
"Hon. E. W. Hanson, Jr.~",2001,Virginia Beach
Hon. A. E. Rosenblatt~,2001,Virginia Beach
Hon. T. S. Shadrick*~,2001,Virginia Beach
"Hon. R. B. Cromwell, Jr.~",2001,Virginia Beach
"Hon. H. T. Padrick, Jr.~",2001,Virginia Beach
"Hon. A. J. Canada, Jr.",2001,Virginia Beach
Hon. P. L. West,2001,Virginia Beach
"Hon. William T. Newman Jr., Presiding Judge, Chief Judge",2018,Arlington Circuit Court
"Hon. Louise M. DiMatteo, Presiding Judge",2018,Arlington Circuit Court
"Hon. Daniel S. Fiore II, Presiding Judge",2018,Arlington Circuit Court
"Hon. Bruce D. Albertson, Presiding Judge",2018,Rockingham Circuit Court
"Hon. Thomas J. Wilson IV, Presiding Judge",2018,Rockingham Circuit Court
"Hon. Clifford Lynwood Athey Jr., Chief Judge",2018,Rockingham Circuit Court
Hon. Neil Randolph Bryant,2018,Rockingham Circuit Court
Hon. Dennis Lee Hupp,2018,Rockingham Circuit Court
Hon. Alexander R. Iden,2018,Rockingham Circuit Court
Hon. Ronald Lewis Napier,2018,Rockingham Circuit Court
Hon. Clark Andrew Ritchie,2018,Rockingham Circuit Court
"Hon. Michael E. Levy, Presiding Judge",2015,Stafford Circuit Court
"Hon. Charles S. Sharp, Presiding Judge",2015,Stafford Circuit Court
"Hon. Victoria A. B. Willis, Presiding Judge",2015,Stafford Circuit Court
"Hon. Joseph J. Ellis, Chief Judge",2015,Stafford Circuit Court
Hon. Sarah L. Deneke,2015,Stafford Circuit Court
Hon. J. Overton Harris,2015,Stafford Circuit Court
Hon. Herbert M. Hewitt,2015,Stafford Circuit Court
Hon. Patricia Kelly,2015,Stafford Circuit Court
Hon. Harry T. Taliaferro III,2015,Stafford Circuit Court
Hon. Gordon F. Willis,2015,Stafford Circuit Court
"Hon. William D. Broadhurst, Presiding Judge, Chief Judge",2018,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2018,Roanoke City Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2018,Roanoke City Circuit Court
Hon. J. Christopher Clemens,2018,Roanoke City Circuit Court
Hon. James R. Swanson,2018,Roanoke City Circuit Court
"Hon. David B. Carson, Presiding Judge",2019,Roanoke County Circuit Court
"Hon. Charles N. Dorsey, Presiding Judge",2019,Roanoke County Circuit Court
"Hon. James R. Swanson, Presiding Judge",2019,Roanoke County Circuit Court
"Hon. William D. Broadhurst, Chief Judge",2019,Roanoke County Circuit Court
Hon. J. Christopher Clemens,2019,Roanoke County Circuit Court
"Hon. James Stephen Yoffy, Presiding Judge, Chief Judge",2017,Henrico Circuit Court
"Hon. Lee A. Harris Jr., Presiding Judge",2017,Henrico Circuit Court
"Hon. Gary A. Hicks, Presiding Judge",2017,Henrico Circuit Court
"Hon. John Marshall, Presiding Judge",2017,Henrico Circuit Court
"Hon. Richard S. Wallerstein Jr., Presiding Judge",2017,Henrico Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge",2019,Frederick Circuit Court
"Hon. Neil Randolph Bryant, Presiding Judge",2019,Frederick Circuit Court
"Hon. Alexander R. Iden, Presiding Judge",2019,Frederick Circuit Court
"Hon. Bruce D. Albertson, Chief Judge",2019,Frederick Circuit Court
Hon. Kevin C. Black,2019,Frederick Circuit Court
Hon. Clark Andrew Ritchie,2019,Frederick Circuit Court
Hon. Thomas J. Wilson IV,2019,Frederick Circuit Court
"Hon. J. Overton Harris, Presiding Judge",2019,Hanover Circuit Court
"Hon. Patricia Kelly, Presiding Judge",2019,Hanover Circuit Court
"Hon. Charles S. Sharp, Chief Judge",2019,Hanover Circuit Court
Hon. Sarah L. Deneke,2019,Hanover Circuit Court
Hon. Joseph J. Ellis,2019,Hanover Circuit Court
Hon. Herbert M. Hewitt,2019,Hanover Circuit Court
Hon. Michael E. Levy,2019,Hanover Circuit Court
Hon. R. Michael McKenney,2019,Hanover Circuit Court
Hon. Ricardo Rigual,2019,Hanover Circuit Court
Hon. Gordon F. Willis,2019,Hanover Circuit Court
Hon. Victoria A. B. Willis,2019,Hanover Circuit Court
"Hon. C. N. Jenkins Jr., Presiding Judge, Chief Judge",2015,Richmond Circuit Court
"Hon. Bradley B. Cavedo, Presiding Judge",2015,Richmond Circuit Court
"Hon. Melvin R. Hughes Jr., Presiding Judge",2015,Richmond Circuit Court
"Hon. Gregory L. Rupe, Presiding Judge",2015,Richmond Circuit Court
"Hon. Beverly W. Snukals, Presiding Judge",2015,Richmond Circuit Court
Hon. William R Marchant,2015,Richmond Circuit Court
Hon. Joi Jeter Taylor,2015,Richmond Circuit Court
"Hon. Carroll A. Weimer, Presiding Judge, Chief Judge",2016,Prince William Circuit Court
"Hon. Lon Edward Farris, Presiding Judge",2016,Prince William Circuit Court
"Hon. Craig D. Johnston, Presiding Judge",2016,Prince William Circuit Court
Hon. Tracy Calvin Hudson,2016,Prince William Circuit Court
Hon. Kimberly A. Irving,2016,Prince William Circuit Court
Hon. Steven S. Smith,2016,Prince William Circuit Court
"Hon. Randall D. Smith, Presiding Judge, Chief Judge",2019,Chesapeake Circuit Court
"Hon. Marjorie T. Arrington, Presiding Judge",2019,Chesapeake Circuit Court
"Hon. Rufus A. Banks Jr., Presiding Judge",2019,Chesapeake Circuit Court
"Hon. John W. Brown, Presiding Judge",2019,Chesapeake Circuit Court
Hon. Stephen J. Telfeyan,2019,Chesapeake Circuit Court
"Hon. Clifford Lynwood Athey Jr., Presiding Judge, Chief Judge",2016,Shenandoah Circuit Court
"Hon. Dennis Lee Hupp, Presiding Judge",2016,Shenandoah Circuit Court
"Hon. Ronald Lewis Napier, Presiding Judge",2016,Shenandoah Circuit Court
Hon. Bruce D. Albertson,2016,Shenandoah Circuit Court
Hon. Neil Randolph Bryant,2016,Shenandoah Circuit Court
Hon. Alexander R. Iden,2016,Shenandoah Circuit Court
Hon. Clark Andrew Ritchie,2016,Shenandoah Circuit Court
Hon. Thomas J. Wilson IV,2016,Shenandoah Circuit Court
"Hon. Sage B. Johnson, Presiding Judge, Chief Judge",2018,Bristol Circuit Court
Hon. C. Randall Lowe,2018,Bristol Circuit Court
Hon. Deanis L. Simmons,2018,Bristol Circuit Court
